,State,Date,Week,Calendar_year,Deathincrease,Hospitalizedincrease,Negativeincrease,Positiveincrease,Totaltestresultsincrease
403,Georgia,2020-04-06,15,2020,18.0,49.0,2775.0,667.0,3442.0
404,Georgia,2020-04-07,15,2020,100.0,442.0,935.0,1504.0,2439.0
405,Georgia,2020-04-08,15,2020,33.0,219.0,3991.0,1083.0,5074.0
407,Guam,2020-03-17,12,2020,0.0,0.0,18.0,2.0,20.0
408,Guam,2020-03-18,12,2020,0.0,0.0,16.0,3.0,19.0
409,Guam,2020-03-19,12,2020,0.0,0.0,12.0,4.0,16.0
410,Guam,2020-03-20,12,2020,0.0,0.0,17.0,2.0,19.0
411,Guam,2020-03-21,12,2020,0.0,0.0,22.0,1.0,23.0
412,Guam,2020-03-22,13,2020,1.0,0.0,18.0,12.0,30.0
413,Guam,2020-03-23,13,2020,0.0,0.0,35.0,2.0,37.0
414,Guam,2020-03-24,13,2020,0.0,0.0,40.0,3.0,43.0
415,Guam,2020-03-25,13,2020,0.0,0.0,32.0,5.0,37.0
416,Guam,2020-03-26,13,2020,0.0,0.0,30.0,8.0,38.0
417,Guam,2020-03-27,13,2020,0.0,0.0,36.0,6.0,42.0
418,Guam,2020-03-28,13,2020,0.0,0.0,0.0,4.0,4.0
419,Guam,2020-03-29,14,2020,0.0,0.0,35.0,1.0,36.0
420,Guam,2020-03-30,14,2020,0.0,0.0,18.0,2.0,20.0
421,Guam,2020-03-31,14,2020,1.0,0.0,19.0,11.0,30.0
422,Guam,2020-04-01,14,2020,1.0,0.0,35.0,8.0,43.0
423,Guam,2020-04-02,14,2020,0.0,0.0,36.0,5.0,41.0
424,Guam,2020-04-03,14,2020,1.0,0.0,17.0,2.0,19.0
425,Guam,2020-04-04,14,2020,0.0,0.0,13.0,9.0,22.0
426,Guam,2020-04-05,15,2020,0.0,0.0,21.0,19.0,40.0
427,Guam,2020-04-06,15,2020,0.0,0.0,12.0,1.0,13.0
428,Guam,2020-04-07,15,2020,0.0,0.0,24.0,8.0,32.0
429,Guam,2020-04-08,15,2020,0.0,0.0,33.0,4.0,37.0
431,Hawaii,2020-03-08,11,2020,0.0,0.0,0.0,0.0,0.0
432,Hawaii,2020-03-09,11,2020,0.0,0.0,0.0,1.0,1.0
433,Hawaii,2020-03-10,11,2020,0.0,0.0,0.0,0.0,0.0
434,Hawaii,2020-03-11,11,2020,0.0,0.0,0.0,0.0,0.0
435,Hawaii,2020-03-12,11,2020,0.0,0.0,0.0,0.0,0.0
436,Hawaii,2020-03-13,11,2020,0.0,0.0,0.0,0.0,0.0
437,Hawaii,2020-03-14,11,2020,0.0,0.0,0.0,0.0,0.0
438,Hawaii,2020-03-15,12,2020,0.0,0.0,0.0,0.0,0.0
439,Hawaii,2020-03-16,12,2020,0.0,0.0,0.0,5.0,5.0
440,Hawaii,2020-03-17,12,2020,0.0,0.0,0.0,3.0,3.0
441,Hawaii,2020-03-18,12,2020,0.0,0.0,93.0,4.0,97.0
442,Hawaii,2020-03-19,12,2020,0.0,0.0,0.0,2.0,2.0
443,Hawaii,2020-03-20,12,2020,0.0,0.0,31.0,10.0,41.0
444,Hawaii,2020-03-21,12,2020,0.0,0.0,0.0,11.0,11.0
445,Hawaii,2020-03-22,13,2020,0.0,0.0,139.0,11.0,150.0
446,Hawaii,2020-03-23,13,2020,0.0,0.0,2692.0,8.0,2700.0
447,Hawaii,2020-03-24,13,2020,0.0,4.0,634.0,21.0,655.0
448,Hawaii,2020-03-25,13,2020,0.0,2.0,768.0,13.0,781.0
449,Hawaii,2020-03-26,13,2020,0.0,-1.0,0.0,5.0,5.0
450,Hawaii,2020-03-27,13,2020,0.0,2.0,0.0,11.0,11.0
451,Hawaii,2020-03-28,13,2020,0.0,1.0,0.0,14.0,14.0
452,Hawaii,2020-03-29,14,2020,0.0,4.0,2492.0,31.0,2523.0
453,Hawaii,2020-03-30,14,2020,0.0,0.0,976.0,24.0,1000.0
454,Hawaii,2020-03-31,14,2020,0.0,0.0,646.0,29.0,675.0
455,Hawaii,2020-04-01,14,2020,1.0,1.0,250.0,4.0,254.0
456,Hawaii,2020-04-02,14,2020,0.0,2.0,1485.0,50.0,1535.0
457,Hawaii,2020-04-03,14,2020,1.0,0.0,0.0,27.0,27.0
458,Hawaii,2020-04-04,14,2020,1.0,3.0,1753.0,34.0,1787.0
459,Hawaii,2020-04-05,15,2020,1.0,1.0,645.0,32.0,677.0
460,Hawaii,2020-04-06,15,2020,0.0,2.0,551.0,20.0,571.0
461,Hawaii,2020-04-07,15,2020,1.0,5.0,0.0,16.0,16.0
462,Hawaii,2020-04-08,15,2020,0.0,16.0,1584.0,23.0,1607.0
464,Iowa,2020-03-07,10,2020,0.0,0.0,0.0,0.0,0.0
465,Iowa,2020-03-08,11,2020,0.0,0.0,0.0,0.0,0.0
466,Iowa,2020-03-09,11,2020,0.0,0.0,11.0,3.0,14.0
467,Iowa,2020-03-10,11,2020,0.0,0.0,6.0,5.0,11.0
468,Iowa,2020-03-11,11,2020,0.0,0.0,14.0,5.0,19.0
469,Iowa,2020-03-12,11,2020,0.0,0.0,21.0,1.0,22.0
470,Iowa,2020-03-13,11,2020,0.0,0.0,16.0,2.0,18.0
471,Iowa,2020-03-14,11,2020,0.0,0.0,0.0,1.0,1.0
472,Iowa,2020-03-15,12,2020,0.0,0.0,0.0,1.0,1.0
473,Iowa,2020-03-16,12,2020,0.0,0.0,0.0,4.0,4.0
474,Iowa,2020-03-17,12,2020,0.0,0.0,0.0,1.0,1.0
475,Iowa,2020-03-18,12,2020,0.0,0.0,0.0,6.0,6.0
476,Iowa,2020-03-19,12,2020,0.0,0.0,0.0,9.0,9.0
477,Iowa,2020-03-20,12,2020,0.0,0.0,559.0,7.0,566.0
478,Iowa,2020-03-21,12,2020,0.0,0.0,407.0,23.0,430.0
479,Iowa,2020-03-22,13,2020,0.0,0.0,166.0,22.0,188.0
480,Iowa,2020-03-23,13,2020,0.0,0.0,828.0,15.0,843.0
481,Iowa,2020-03-24,13,2020,0.0,27.0,272.0,19.0,291.0
482,Iowa,2020-03-25,13,2020,1.0,9.0,263.0,21.0,284.0
483,Iowa,2020-03-26,13,2020,0.0,10.0,0.0,34.0,34.0
484,Iowa,2020-03-27,13,2020,2.0,4.0,1162.0,56.0,1218.0
485,Iowa,2020-03-28,13,2020,0.0,11.0,635.0,63.0,698.0
486,Iowa,2020-03-29,14,2020,1.0,7.0,638.0,38.0,676.0
487,Iowa,2020-03-30,14,2020,2.0,6.0,1149.0,88.0,1237.0
488,Iowa,2020-03-31,14,2020,1.0,20.0,726.0,73.0,799.0
489,Iowa,2020-04-01,14,2020,2.0,5.0,416.0,52.0,468.0
490,Iowa,2020-04-02,14,2020,2.0,21.0,750.0,65.0,815.0
491,Iowa,2020-04-03,14,2020,0.0,18.0,700.0,85.0,785.0
492,Iowa,2020-04-04,14,2020,3.0,15.0,700.0,87.0,787.0
493,Iowa,2020-04-05,15,2020,8.0,12.0,519.0,82.0,601.0
494,Iowa,2020-04-06,15,2020,3.0,14.0,680.0,78.0,758.0
495,Iowa,2020-04-07,15,2020,1.0,14.0,1017.0,102.0,1119.0
496,Iowa,2020-04-08,15,2020,1.0,0.0,1151.0,97.0,1248.0
498,Idaho,2020-03-08,11,2020,0.0,0.0,0.0,0.0,0.0
499,Idaho,2020-03-09,11,2020,0.0,0.0,14.0,0.0,14.0
500,Idaho,2020-03-10,11,2020,0.0,0.0,0.0,0.0,0.0
501,Idaho,2020-03-11,11,2020,0.0,0.0,26.0,0.0,26.0
502,Idaho,2020-03-12,11,2020,0.0,0.0,26.0,0.0,26.0
503,Idaho,2020-03-13,11,2020,0.0,0.0,38.0,0.0,38.0
504,Idaho,2020-03-14,11,2020,0.0,0.0,43.0,2.0,45.0
505,Idaho,2020-03-15,12,2020,0.0,0.0,0.0,3.0,3.0
506,Idaho,2020-03-16,12,2020,0.0,0.0,91.0,0.0,91.0
507,Idaho,2020-03-17,12,2020,0.0,0.0,81.0,2.0,83.0
508,Idaho,2020-03-18,12,2020,0.0,0.0,113.0,2.0,115.0
509,Idaho,2020-03-19,12,2020,0.0,0.0,0.0,2.0,2.0
510,Idaho,2020-03-20,12,2020,0.0,0.0,131.0,12.0,143.0
511,Idaho,2020-03-21,12,2020,0.0,0.0,290.0,8.0,298.0
512,Idaho,2020-03-22,13,2020,0.0,0.0,295.0,11.0,306.0
513,Idaho,2020-03-23,13,2020,0.0,0.0,134.0,5.0,139.0
514,Idaho,2020-03-24,13,2020,0.0,0.0,578.0,3.0,581.0
515,Idaho,2020-03-25,13,2020,0.0,0.0,0.0,23.0,23.0
516,Idaho,2020-03-26,13,2020,0.0,0.0,178.0,50.0,228.0
517,Idaho,2020-03-27,13,2020,3.0,0.0,603.0,66.0,669.0
518,Idaho,2020-03-28,13,2020,1.0,25.0,674.0,41.0,715.0
519,Idaho,2020-03-29,14,2020,1.0,11.0,679.0,31.0,710.0
520,Idaho,2020-03-30,14,2020,1.0,3.0,375.0,49.0,424.0
521,Idaho,2020-03-31,14,2020,1.0,6.0,901.0,105.0,1006.0
522,Idaho,2020-04-01,14,2020,2.0,1.0,779.0,110.0,889.0
523,Idaho,2020-04-02,14,2020,0.0,3.0,537.0,144.0,681.0
524,Idaho,2020-04-03,14,2020,0.0,7.0,441.0,222.0,663.0
525,Idaho,2020-04-04,14,2020,1.0,6.0,803.0,122.0,925.0
526,Idaho,2020-04-05,15,2020,0.0,4.0,1327.0,64.0,1391.0
527,Idaho,2020-04-06,15,2020,0.0,11.0,710.0,24.0,734.0
528,Idaho,2020-04-07,15,2020,3.0,6.0,182.0,69.0,251.0
529,Idaho,2020-04-08,15,2020,2.0,10.0,612.0,40.0,652.0
531,Illinois,2020-03-05,10,2020,0.0,0.0,41.0,1.0,42.0
532,Illinois,2020-03-06,10,2020,0.0,0.0,15.0,0.0,15.0
533,Illinois,2020-03-07,10,2020,0.0,0.0,11.0,1.0,12.0
534,Illinois,2020-03-08,11,2020,0.0,0.0,0.0,0.0,0.0
535,Illinois,2020-03-09,11,2020,0.0,0.0,0.0,1.0,1.0
536,Illinois,2020-03-10,11,2020,0.0,0.0,53.0,12.0,65.0
537,Illinois,2020-03-11,11,2020,0.0,0.0,0.0,0.0,0.0
538,Illinois,2020-03-12,11,2020,0.0,0.0,22.0,6.0,28.0
539,Illinois,2020-03-13,11,2020,0.0,0.0,28.0,7.0,35.0
540,Illinois,2020-03-14,11,2020,0.0,0.0,22.0,14.0,36.0
541,Illinois,2020-03-15,12,2020,0.0,0.0,133.0,18.0,151.0
542,Illinois,2020-03-16,12,2020,0.0,0.0,483.0,29.0,512.0
543,Illinois,2020-03-17,12,2020,1.0,0.0,408.0,66.0,474.0
544,Illinois,2020-03-18,12,2020,0.0,0.0,423.0,129.0,552.0
545,Illinois,2020-03-19,12,2020,3.0,0.0,962.0,134.0,1096.0
546,Illinois,2020-03-20,12,2020,1.0,0.0,971.0,163.0,1134.0
547,Illinois,2020-03-21,12,2020,1.0,0.0,1792.0,168.0,1960.0
548,Illinois,2020-03-22,13,2020,3.0,0.0,1783.0,296.0,2079.0
549,Illinois,2020-03-23,13,2020,3.0,0.0,1312.0,224.0,1536.0
550,Illinois,2020-03-24,13,2020,4.0,0.0,1351.0,262.0,1613.0
551,Illinois,2020-03-25,13,2020,3.0,0.0,2410.0,330.0,2740.0
552,Illinois,2020-03-26,13,2020,7.0,0.0,1749.0,673.0,2422.0
553,Illinois,2020-03-27,13,2020,8.0,0.0,4423.0,488.0,4911.0
554,Illinois,2020-03-28,13,2020,13.0,0.0,3484.0,465.0,3949.0
555,Illinois,2020-03-29,14,2020,18.0,0.0,1166.0,1105.0,2271.0
556,Illinois,2020-03-30,14,2020,8.0,0.0,2223.0,461.0,2684.0
557,Illinois,2020-03-31,14,2020,26.0,0.0,3842.0,937.0,4779.0
558,Illinois,2020-04-01,14,2020,42.0,0.0,4173.0,986.0,5159.0
559,Illinois,2020-04-02,14,2020,16.0,0.0,2557.0,715.0,3272.0
560,Illinois,2020-04-03,14,2020,53.0,0.0,3183.0,1209.0,4392.0
561,Illinois,2020-04-04,14,2020,33.0,0.0,4080.0,1453.0,5533.0
562,Illinois,2020-04-05,15,2020,31.0,0.0,4503.0,899.0,5402.0
563,Illinois,2020-04-06,15,2020,33.0,0.0,2953.0,1006.0,3959.0
564,Illinois,2020-04-07,15,2020,73.0,0.0,4503.0,1287.0,5790.0
565,Illinois,2020-04-08,15,2020,82.0,0.0,4805.0,1529.0,6334.0
567,Indiana,2020-03-07,10,2020,0.0,0.0,0.0,0.0,0.0
568,Indiana,2020-03-08,11,2020,0.0,0.0,0.0,1.0,1.0
569,Indiana,2020-03-09,11,2020,0.0,0.0,0.0,0.0,0.0
570,Indiana,2020-03-10,11,2020,0.0,0.0,30.0,4.0,34.0
571,Indiana,2020-03-11,11,2020,0.0,0.0,3.0,4.0,7.0
572,Indiana,2020-03-12,11,2020,0.0,0.0,19.0,2.0,21.0
573,Indiana,2020-03-13,11,2020,0.0,0.0,9.0,0.0,9.0
574,Indiana,2020-03-14,11,2020,0.0,0.0,13.0,3.0,16.0
575,Indiana,2020-03-15,12,2020,0.0,0.0,28.0,4.0,32.0
576,Indiana,2020-03-16,12,2020,1.0,0.0,13.0,5.0,18.0
577,Indiana,2020-03-17,12,2020,1.0,0.0,14.0,6.0,20.0
578,Indiana,2020-03-18,12,2020,0.0,0.0,25.0,9.0,34.0
579,Indiana,2020-03-19,12,2020,0.0,0.0,170.0,17.0,187.0
580,Indiana,2020-03-20,12,2020,0.0,0.0,151.0,23.0,174.0
581,Indiana,2020-03-21,12,2020,2.0,1.0,232.0,47.0,279.0
582,Indiana,2020-03-22,13,2020,2.0,0.0,586.0,75.0,661.0
583,Indiana,2020-03-23,13,2020,1.0,0.0,408.0,58.0,466.0
584,Indiana,2020-03-24,13,2020,5.0,0.0,865.0,106.0,971.0
585,Indiana,2020-03-25,13,2020,2.0,0.0,313.0,112.0,425.0
586,Indiana,2020-03-26,13,2020,3.0,0.0,1127.0,168.0,1295.0
587,Indiana,2020-03-27,13,2020,7.0,0.0,1949.0,336.0,2285.0
588,Indiana,2020-03-28,13,2020,7.0,0.0,1220.0,251.0,1471.0
589,Indiana,2020-03-29,14,2020,1.0,0.0,1141.0,282.0,1423.0
590,Indiana,2020-03-30,14,2020,3.0,0.0,1556.0,272.0,1828.0
591,Indiana,2020-03-31,14,2020,14.0,0.0,1342.0,373.0,1715.0
592,Indiana,2020-04-01,14,2020,16.0,0.0,596.0,406.0,1002.0
593,Indiana,2020-04-02,14,2020,13.0,0.0,1436.0,474.0,1910.0
594,Indiana,2020-04-03,14,2020,24.0,0.0,1152.0,398.0,1550.0
595,Indiana,2020-04-04,14,2020,14.0,0.0,1449.0,516.0,1965.0
596,Indiana,2020-04-05,15,2020,11.0,0.0,2394.0,458.0,2852.0
597,Indiana,2020-04-06,15,2020,12.0,0.0,3006.0,533.0,3539.0
598,Indiana,2020-04-07,15,2020,34.0,0.0,2010.0,563.0,2573.0
599,Indiana,2020-04-08,15,2020,30.0,0.0,1669.0,436.0,2105.0
601,Kansas,2020-03-07,10,2020,0.0,0.0,7.0,0.0,7.0
602,Kansas,2020-03-08,11,2020,0.0,0.0,0.0,1.0,1.0
603,Kansas,2020-03-09,11,2020,0.0,0.0,0.0,0.0,0.0
604,Kansas,2020-03-10,11,2020,0.0,0.0,6.0,0.0,6.0
605,Kansas,2020-03-11,11,2020,0.0,0.0,24.0,0.0,24.0
606,Kansas,2020-03-12,11,2020,0.0,0.0,0.0,3.0,3.0
607,Kansas,2020-03-13,11,2020,0.0,0.0,52.0,2.0,54.0
608,Kansas,2020-03-14,11,2020,1.0,0.0,0.0,0.0,0.0
609,Kansas,2020-03-15,12,2020,0.0,0.0,42.0,2.0,44.0
610,Kansas,2020-03-16,12,2020,0.0,0.0,31.0,3.0,34.0
611,Kansas,2020-03-17,12,2020,0.0,0.0,216.0,4.0,220.0
612,Kansas,2020-03-18,12,2020,0.0,0.0,35.0,1.0,36.0
613,Kansas,2020-03-19,12,2020,0.0,0.0,0.0,18.0,18.0
614,Kansas,2020-03-20,12,2020,0.0,0.0,0.0,10.0,10.0
615,Kansas,2020-03-21,12,2020,1.0,0.0,0.0,11.0,11.0
616,Kansas,2020-03-22,13,2020,0.0,0.0,0.0,9.0,9.0
617,Kansas,2020-03-23,13,2020,0.0,0.0,0.0,18.0,18.0
618,Kansas,2020-03-24,13,2020,0.0,0.0,1669.0,16.0,1685.0
619,Kansas,2020-03-25,13,2020,1.0,0.0,274.0,28.0,302.0
620,Kansas,2020-03-26,13,2020,0.0,0.0,509.0,42.0,551.0
621,Kansas,2020-03-27,13,2020,1.0,27.0,360.0,34.0,394.0
622,Kansas,2020-03-28,13,2020,1.0,0.0,442.0,59.0,501.0
623,Kansas,2020-03-29,14,2020,1.0,28.0,523.0,58.0,581.0
624,Kansas,2020-03-30,14,2020,2.0,11.0,360.0,49.0,409.0
625,Kansas,2020-03-31,14,2020,1.0,13.0,442.0,60.0,502.0
626,Kansas,2020-04-01,14,2020,1.0,35.0,415.0,54.0,469.0
627,Kansas,2020-04-02,14,2020,3.0,24.0,648.0,70.0,718.0
628,Kansas,2020-04-03,14,2020,4.0,13.0,395.0,68.0,463.0
629,Kansas,2020-04-04,14,2020,4.0,21.0,426.0,78.0,504.0
630,Kansas,2020-04-05,15,2020,1.0,11.0,596.0,49.0,645.0
631,Kansas,2020-04-06,15,2020,3.0,15.0,763.0,98.0,861.0
632,Kansas,2020-04-07,15,2020,2.0,25.0,375.0,55.0,430.0
633,Kansas,2020-04-08,15,2020,0.0,0.0,0.0,0.0,0.0
635,Kentucky,2020-03-07,10,2020,0.0,0.0,2.0,1.0,3.0
636,Kentucky,2020-03-08,11,2020,0.0,0.0,4.0,0.0,4.0
637,Kentucky,2020-03-09,11,2020,0.0,0.0,4.0,3.0,7.0
638,Kentucky,2020-03-10,11,2020,0.0,0.0,11.0,2.0,13.0
639,Kentucky,2020-03-11,11,2020,0.0,0.0,18.0,2.0,20.0
640,Kentucky,2020-03-12,11,2020,0.0,0.0,10.0,0.0,10.0
641,Kentucky,2020-03-13,11,2020,0.0,0.0,51.0,3.0,54.0
642,Kentucky,2020-03-14,11,2020,0.0,0.0,32.0,3.0,35.0
643,Kentucky,2020-03-15,12,2020,0.0,0.0,0.0,2.0,2.0
644,Kentucky,2020-03-16,12,2020,1.0,0.0,95.0,5.0,100.0
645,Kentucky,2020-03-17,12,2020,0.0,0.0,61.0,1.0,62.0
646,Kentucky,2020-03-18,12,2020,0.0,0.0,59.0,4.0,63.0
647,Kentucky,2020-03-19,12,2020,0.0,0.0,100.0,9.0,109.0
648,Kentucky,2020-03-20,12,2020,0.0,0.0,138.0,12.0,150.0
649,Kentucky,2020-03-21,12,2020,1.0,0.0,122.0,7.0,129.0
650,Kentucky,2020-03-22,13,2020,1.0,0.0,758.0,45.0,803.0
651,Kentucky,2020-03-23,13,2020,0.0,0.0,290.0,5.0,295.0
652,Kentucky,2020-03-24,13,2020,1.0,0.0,0.0,20.0,20.0
653,Kentucky,2020-03-25,13,2020,0.0,0.0,1103.0,33.0,1136.0
654,Kentucky,2020-03-26,13,2020,0.0,0.0,237.0,41.0,278.0
655,Kentucky,2020-03-27,13,2020,2.0,0.0,666.0,50.0,716.0
656,Kentucky,2020-03-28,13,2020,2.0,0.0,1053.0,54.0,1107.0
657,Kentucky,2020-03-29,14,2020,1.0,0.0,326.0,92.0,418.0
658,Kentucky,2020-03-30,14,2020,0.0,0.0,432.0,45.0,477.0
659,Kentucky,2020-03-31,14,2020,2.0,0.0,751.0,41.0,792.0
660,Kentucky,2020-04-01,14,2020,6.0,0.0,635.0,111.0,746.0
661,Kentucky,2020-04-02,14,2020,3.0,0.0,255.0,89.0,344.0
662,Kentucky,2020-04-03,14,2020,11.0,0.0,4814.0,90.0,4904.0
663,Kentucky,2020-04-04,14,2020,6.0,0.0,2707.0,61.0,2768.0
664,Kentucky,2020-04-05,15,2020,3.0,0.0,1005.0,86.0,1091.0
665,Kentucky,2020-04-06,15,2020,5.0,0.0,2066.0,38.0,2104.0
666,Kentucky,2020-04-07,15,2020,14.0,0.0,1135.0,53.0,1188.0
667,Kentucky,2020-04-08,15,2020,6.0,0.0,1508.0,141.0,1649.0
669,Louisiana,2020-03-08,11,2020,0.0,0.0,5.0,0.0,5.0
670,Louisiana,2020-03-09,11,2020,0.0,0.0,0.0,1.0,1.0
671,Louisiana,2020-03-10,11,2020,0.0,0.0,6.0,0.0,6.0
672,Louisiana,2020-03-11,11,2020,0.0,0.0,26.0,5.0,31.0
673,Louisiana,2020-03-12,11,2020,0.0,0.0,0.0,8.0,8.0
674,Louisiana,2020-03-13,11,2020,0.0,0.0,0.0,22.0,22.0
675,Louisiana,2020-03-14,11,2020,0.0,0.0,72.0,33.0,105.0
676,Louisiana,2020-03-15,12,2020,2.0,0.0,47.0,22.0,69.0
677,Louisiana,2020-03-16,12,2020,0.0,0.0,32.0,23.0,55.0
678,Louisiana,2020-03-17,12,2020,2.0,0.0,98.0,57.0,155.0
679,Louisiana,2020-03-18,12,2020,2.0,0.0,49.0,69.0,118.0
680,Louisiana,2020-03-19,12,2020,2.0,0.0,123.0,107.0,230.0
681,Louisiana,2020-03-20,12,2020,4.0,0.0,110.0,132.0,242.0
682,Louisiana,2020-03-21,12,2020,4.0,0.0,1612.0,106.0,1718.0
683,Louisiana,2020-03-22,13,2020,4.0,0.0,481.0,252.0,733.0
684,Louisiana,2020-03-23,13,2020,14.0,0.0,2115.0,335.0,2450.0
685,Louisiana,2020-03-24,13,2020,12.0,0.0,2439.0,216.0,2655.0
686,Louisiana,2020-03-25,13,2020,19.0,0.0,2441.0,407.0,2848.0
687,Louisiana,2020-03-26,13,2020,18.0,0.0,6068.0,510.0,6578.0
688,Louisiana,2020-03-27,13,2020,36.0,0.0,2889.0,441.0,3330.0
689,Louisiana,2020-03-28,13,2020,18.0,0.0,3233.0,569.0,3802.0
690,Louisiana,2020-03-29,14,2020,14.0,0.0,2485.0,225.0,2710.0
691,Louisiana,2020-03-30,14,2020,34.0,0.0,5677.0,485.0,6162.0
692,Louisiana,2020-03-31,14,2020,54.0,0.0,3722.0,1212.0,4934.0
693,Louisiana,2020-04-01,14,2020,34.0,0.0,5622.0,1187.0,6809.0
694,Louisiana,2020-04-02,14,2020,37.0,0.0,2584.0,2726.0,5310.0
695,Louisiana,2020-04-03,14,2020,60.0,0.0,1412.0,1147.0,2559.0
696,Louisiana,2020-04-04,14,2020,39.0,0.0,2654.0,2199.0,4853.0
697,Louisiana,2020-04-05,15,2020,68.0,0.0,1313.0,514.0,1827.0
698,Louisiana,2020-04-06,15,2020,35.0,0.0,6984.0,1857.0,8841.0
699,Louisiana,2020-04-07,15,2020,70.0,0.0,4072.0,1417.0,5489.0
700,Louisiana,2020-04-08,15,2020,70.0,0.0,6005.0,746.0,6751.0
702,Massachusetts,2020-03-05,10,2020,0.0,0.0,0.0,0.0,0.0
703,Massachusetts,2020-03-06,10,2020,0.0,0.0,0.0,6.0,6.0
704,Massachusetts,2020-03-07,10,2020,0.0,0.0,0.0,5.0,5.0
705,Massachusetts,2020-03-08,11,2020,0.0,0.0,0.0,0.0,0.0
706,Massachusetts,2020-03-09,11,2020,0.0,0.0,0.0,28.0,28.0
707,Massachusetts,2020-03-10,11,2020,0.0,0.0,0.0,51.0,51.0
708,Massachusetts,2020-03-11,11,2020,0.0,0.0,0.0,0.0,0.0
709,Massachusetts,2020-03-12,11,2020,0.0,0.0,0.0,3.0,3.0
710,Massachusetts,2020-03-13,11,2020,0.0,0.0,92.0,28.0,120.0
711,Massachusetts,2020-03-14,11,2020,0.0,0.0,260.0,15.0,275.0
712,Massachusetts,2020-03-15,12,2020,0.0,0.0,0.0,0.0,0.0
713,Massachusetts,2020-03-16,12,2020,0.0,0.0,0.0,26.0,26.0
714,Massachusetts,2020-03-17,12,2020,0.0,0.0,1189.0,54.0,1243.0
715,Massachusetts,2020-03-18,12,2020,0.0,0.0,474.0,38.0,512.0
716,Massachusetts,2020-03-19,12,2020,0.0,0.0,789.0,72.0,861.0
717,Massachusetts,2020-03-20,12,2020,1.0,0.0,874.0,85.0,959.0
718,Massachusetts,2020-03-21,12,2020,0.0,61.0,1074.0,112.0,1186.0
719,Massachusetts,2020-03-22,13,2020,4.0,10.0,707.0,121.0,828.0
720,Massachusetts,2020-03-23,13,2020,4.0,8.0,2686.0,131.0,2817.0
721,Massachusetts,2020-03-24,13,2020,2.0,15.0,4445.0,382.0,4827.0
722,Massachusetts,2020-03-25,13,2020,4.0,9.0,5366.0,679.0,6045.0
723,Massachusetts,2020-03-26,13,2020,10.0,116.0,3248.0,579.0,3827.0
724,Massachusetts,2020-03-27,13,2020,10.0,0.0,4927.0,823.0,5750.0
725,Massachusetts,2020-03-28,13,2020,9.0,131.0,4661.0,1017.0,5678.0
726,Massachusetts,2020-03-29,14,2020,4.0,49.0,3319.0,698.0,4017.0
727,Massachusetts,2020-03-30,14,2020,8.0,54.0,2930.0,797.0,3727.0
728,Massachusetts,2020-03-31,14,2020,33.0,109.0,3274.0,868.0,4142.0
729,Massachusetts,2020-04-01,14,2020,33.0,120.0,3685.0,1118.0,4803.0
730,Massachusetts,2020-04-02,14,2020,32.0,131.0,3642.0,1228.0,4870.0
731,Massachusetts,2020-04-03,14,2020,38.0,153.0,4918.0,1436.0,6354.0
732,Massachusetts,2020-04-04,14,2020,24.0,102.0,4504.0,1334.0,5838.0
733,Massachusetts,2020-04-05,15,2020,15.0,77.0,2373.0,764.0,3137.0
734,Massachusetts,2020-04-06,15,2020,29.0,96.0,3155.0,1337.0,4492.0
735,Massachusetts,2020-04-07,15,2020,96.0,194.0,3550.0,1365.0,4915.0
736,Massachusetts,2020-04-08,15,2020,77.0,148.0,4579.0,1588.0,6167.0
738,Maryland,2020-03-06,10,2020,0.0,0.0,9.0,3.0,12.0
739,Maryland,2020-03-07,10,2020,0.0,0.0,15.0,0.0,15.0
740,Maryland,2020-03-08,11,2020,0.0,0.0,11.0,0.0,11.0
741,Maryland,2020-03-09,11,2020,0.0,0.0,21.0,2.0,23.0
742,Maryland,2020-03-10,11,2020,0.0,0.0,16.0,1.0,17.0
743,Maryland,2020-03-11,11,2020,0.0,0.0,5.0,3.0,8.0
744,Maryland,2020-03-12,11,2020,0.0,0.0,0.0,3.0,3.0
745,Maryland,2020-03-13,11,2020,0.0,0.0,0.0,5.0,5.0
746,Maryland,2020-03-14,11,2020,0.0,0.0,0.0,9.0,9.0
747,Maryland,2020-03-15,12,2020,0.0,0.0,0.0,5.0,5.0
748,Maryland,2020-03-16,12,2020,0.0,0.0,0.0,6.0,6.0
749,Maryland,2020-03-17,12,2020,0.0,0.0,0.0,20.0,20.0
750,Maryland,2020-03-18,12,2020,0.0,0.0,0.0,28.0,28.0
751,Maryland,2020-03-19,12,2020,1.0,0.0,0.0,22.0,22.0
752,Maryland,2020-03-20,12,2020,0.0,0.0,0.0,42.0,42.0
753,Maryland,2020-03-21,12,2020,1.0,0.0,0.0,41.0,41.0
754,Maryland,2020-03-22,13,2020,1.0,0.0,0.0,54.0,54.0
755,Maryland,2020-03-23,13,2020,0.0,0.0,0.0,44.0,44.0
756,Maryland,2020-03-24,13,2020,0.0,0.0,0.0,61.0,61.0
757,Maryland,2020-03-25,13,2020,1.0,0.0,0.0,74.0,74.0
758,Maryland,2020-03-26,13,2020,0.0,132.0,0.0,157.0,157.0
759,Maryland,2020-03-27,13,2020,1.0,41.0,0.0,194.0,194.0
760,Maryland,2020-03-28,13,2020,0.0,53.0,11422.0,218.0,11640.0
761,Maryland,2020-03-29,14,2020,5.0,51.0,838.0,247.0,1085.0
