,Area,Season,Week,Threshold,Baseline,Percent_p_i,Num_influenza_deaths,Num_pneumonia_deaths,Total_deaths,Percent_complete,Calendar_year,Population,Deaths_per_hund_thou,Percent_p
291,National,2018-19,18,0.067,0.064,0.062,97,3223,53971,1.0,2019,328239523,16.442565936826565,0.05971725556317282
292,National,2018-19,19,0.066,0.063,0.062,68,3228,53453,1.0,2019,328239523,16.28475434995072,0.06038950105700335
293,National,2018-19,20,0.065,0.062,0.06,50,3153,53550,1.0,2019,328239523,16.314305940543303,0.05887955182072829
294,National,2018-19,21,0.064,0.06,0.059000000000000004,30,3149,53672,1.0,2019,328239523,16.351473920463867,0.05867118795647638
295,National,2018-19,22,0.063,0.059000000000000004,0.06,29,3120,52696,1.0,2019,328239523,16.054130081099345,0.05920752998330044
296,National,2018-19,23,0.061,0.057999999999999996,0.057999999999999996,21,3042,53112,1.0,2019,328239523,16.18086679951701,0.05727519204699503
297,National,2018-19,24,0.06,0.057,0.055999999999999994,16,2930,52623,1.0,2019,328239523,16.031890224261627,0.05567907568933736
298,National,2018-19,25,0.059000000000000004,0.055999999999999994,0.057,13,2950,52267,1.0,2019,328239523,15.923432840231126,0.056440966575468265
299,National,2018-19,26,0.057999999999999996,0.055,0.055999999999999994,15,2896,52183,1.0,2019,328239523,15.897841772089096,0.05549700093900312
300,National,2018-19,27,0.057,0.054000000000000006,0.055,13,2855,52327,1.0,2019,328239523,15.941712174618289,0.0545607430198559
301,National,2018-19,28,0.057,0.053,0.054000000000000006,11,2770,51913,1.0,2019,328239523,15.815584767346861,0.05335850365033806
302,National,2018-19,29,0.055999999999999994,0.052000000000000005,0.052000000000000005,6,2678,51615,1.0,2019,328239523,15.724797406557284,0.051884142206722855
303,National,2018-19,30,0.055,0.052000000000000005,0.054000000000000006,8,2759,51602,1.0,2019,328239523,15.720836884106731,0.05346691988682609
304,National,2018-19,31,0.055,0.051,0.053,6,2732,51354,1.0,2019,328239523,15.645282301973124,0.05319936129610157
305,National,2018-19,32,0.054000000000000006,0.051,0.051,7,2637,51647,1.0,2019,328239523,15.734546384897104,0.05105814471314887
306,National,2018-19,33,0.054000000000000006,0.051,0.051,8,2602,50927,1.0,2019,328239523,15.515194372251143,0.051092740589471206
307,National,2018-19,34,0.054000000000000006,0.051,0.051,6,2594,50964,1.0,2019,328239523,15.52646662845656,0.05089867357350286
308,National,2018-19,35,0.054000000000000006,0.051,0.051,13,2611,51108,1.0,2019,328239523,15.570337030985753,0.05108789230648822
309,National,2018-19,36,0.054000000000000006,0.051,0.05,12,2578,51775,1.0,2019,328239523,15.773542298256386,0.04979237083534525
310,National,2018-19,37,0.055,0.051,0.049,16,2511,51543,1.0,2019,328239523,15.702862205292687,0.04871660555264536
311,National,2018-19,38,0.055,0.052000000000000005,0.053,15,2706,51671,1.0,2019,328239523,15.741858118651969,0.052369801242476435
312,National,2018-19,39,0.055999999999999994,0.053,0.053,15,2773,52669,1.0,2019,328239523,16.04590438062512,0.052649566158461336
313,National,2019-20,40,0.057,0.053,0.052000000000000005,16,2703,52459,1.0,2019,328239523,15.981926710270049,0.0515259536018605
314,National,2019-20,41,0.057,0.054000000000000006,0.053,16,2770,52864,1.0,2019,328239523,16.1053122173834,0.05239860774818402
315,National,2019-20,42,0.057999999999999996,0.055,0.055,18,2977,54135,1.0,2019,328239523,16.492529450818147,0.05499214925648841
316,National,2019-20,43,0.059000000000000004,0.055999999999999994,0.055999999999999994,30,2985,53916,1.0,2019,328239523,16.425809880305,0.05536389939906521
317,National,2019-20,44,0.06,0.057,0.054000000000000006,31,2908,53989,1.0,2019,328239523,16.448049737142714,0.05386282390857397
318,National,2019-20,45,0.062,0.057999999999999996,0.055999999999999994,31,3063,55486,1.0,2019,328239523,16.90411913010244,0.055203114299102476
319,National,2019-20,46,0.063,0.059000000000000004,0.055999999999999994,39,3096,55698,1.0,2019,328239523,16.96870611160375,0.05558547883227405
320,National,2019-20,47,0.064,0.06,0.054000000000000006,50,2993,55999,1.0,2019,328239523,17.060407439112687,0.05344738298898195
321,National,2019-20,48,0.065,0.062,0.055,65,2976,55247,1.0,2019,328239523,16.831306448126906,0.05386717830832444
322,National,2019-20,49,0.066,0.063,0.06,99,3305,57014,1.0,2019,328239523,17.369632845828868,0.05796821833233943
323,National,2019-20,50,0.067,0.064,0.062,111,3448,57302,1.0,2019,328239523,17.457373650887252,0.06017241981082685
324,National,2019-20,51,0.068,0.065,0.061,125,3345,57025,1.0,2019,328239523,17.37298405713318,0.05865848312143797
325,National,2019-20,52,0.069,0.066,0.063,198,3478,58021,1.0,2019,328239523,17.67642100796009,0.05994381344685545
326,National,2019-20,1,0.07,0.067,0.075,416,3998,59033,1.0,2020,329866515,17.896026821637232,0.06772483187369777
327,National,2019-20,2,0.071,0.067,0.075,450,3995,59052,1.0,2020,329866515,17.90178672727664,0.06765223870487029
328,National,2019-20,3,0.07200000000000001,0.068,0.076,441,3903,57522,1.0,2020,329866515,17.43796274684019,0.06785229998956921
329,National,2019-20,4,0.07200000000000001,0.069,0.07400000000000001,468,3742,56881,1.0,2020,329866515,17.243641719742303,0.06578646648265678
330,National,2019-20,5,0.073,0.069,0.07200000000000001,451,3607,56231,1.0,2020,329866515,17.04659231628891,0.06414611157546549
331,National,2019-20,6,0.073,0.07,0.07200000000000001,481,3594,56586,1.0,2020,329866515,17.154211605867303,0.06351394337822076
332,National,2019-20,7,0.073,0.07,0.07400000000000001,486,3567,55109,1.0,2020,329866515,16.706454730635514,0.06472626975630115
333,National,2019-20,8,0.073,0.07,0.07200000000000001,501,3410,54650,1.0,2020,329866515,16.56730753650458,0.06239707227813358
334,National,2019-20,9,0.073,0.07,0.07400000000000001,568,3446,54268,1.0,2020,329866515,16.45150311785966,0.06349966831281786
335,National,2019-20,10,0.073,0.07,0.076,552,3530,53463,1.0,2020,329866515,16.207465010505842,0.06602697192450854
336,National,2019-20,11,0.073,0.069,0.078,527,3445,50785,1.0,2020,329866515,15.39562146827786,0.06783499064684453
337,National,2019-20,12,0.07200000000000001,0.069,0.085,435,3697,48488,1.0,2020,329866515,14.699279191766404,0.07624566903151295
338,National,2019-20,13,0.071,0.068,0.1,300,4135,44402,0.9329999999999999,2020,329866515,13.46059632636553,0.09312643574613756
