,Season,Week,Percent_p_i,Num_influenza_deaths,Num_pneumonia_deaths,Total_deaths,Percent_complete,Calendar_year,State,Population,Deaths_per_hund_thou,Percent_p
0,2012-13,1,0.08800000000000001,4,73,874,0.9,2013,Alabama,4830081,18.094934639812458,0.08352402745995423
1,2012-13,2,0.09300000000000001,12,100,1200,1.0,2013,Alabama,4830081,24.844303853289418,0.08333333333333333
2,2012-13,3,0.1,8,102,1105,1.0,2013,Alabama,4830081,22.87746313157067,0.09230769230769231
3,2012-13,4,0.098,4,100,1060,1.0,2013,Alabama,4830081,21.94580173707232,0.09433962264150944
4,2012-13,5,0.083,2,83,1026,1.0,2013,Alabama,4830081,21.24187979456245,0.08089668615984405
5,2012-13,6,0.085,0,90,1057,1.0,2013,Alabama,4830081,21.883690977439095,0.08514664143803216
6,2012-13,7,0.079,0,77,969,0.997,2013,Alabama,4830081,20.061775361531204,0.07946336429308566
7,2012-13,8,0.071,1,75,1074,1.0,2013,Alabama,4830081,22.235651948694027,0.06983240223463687
8,2012-13,9,0.071,2,72,1035,1.0,2013,Alabama,4830081,21.428212073462124,0.06956521739130435
9,2012-13,10,0.07200000000000001,0,75,1048,1.0,2013,Alabama,4830081,21.697358698539425,0.0715648854961832
10,2012-13,11,0.071,1,70,995,1.0,2013,Alabama,4830081,20.60006861168581,0.07035175879396985
11,2012-13,12,0.057999999999999996,1,61,1078,1.0,2013,Alabama,4830081,22.31846629487166,0.05658627087198516
12,2012-13,13,0.063,0,64,1008,1.0,2013,Alabama,4830081,20.86921523676311,0.06349206349206349
13,2012-13,14,0.07,1,69,1003,1.0,2013,Alabama,4830081,20.765697304041073,0.06879361914257229
14,2012-13,15,0.09300000000000001,2,92,1013,1.0,2013,Alabama,4830081,20.97273316948515,0.09081934846989141
15,2012-13,16,0.066,0,59,891,0.917,2013,Alabama,4830081,18.446895611067394,0.06621773288439955
16,2012-13,17,0.081,0,78,962,0.99,2013,Alabama,4830081,19.916850255720348,0.08108108108108109
17,2012-13,18,0.055999999999999994,0,55,974,1.0,2013,Alabama,4830081,20.165293294253242,0.05646817248459959
18,2012-13,19,0.066,0,61,922,0.9490000000000001,2013,Alabama,4830081,19.088706793944034,0.06616052060737528
19,2012-13,20,0.057,1,54,969,0.997,2013,Alabama,4830081,20.061775361531204,0.05572755417956656
20,2012-13,21,0.046,0,41,886,0.912,2013,Alabama,4830081,18.34337767834535,0.046275395033860044
21,2012-13,22,0.059000000000000004,0,53,897,0.9229999999999999,2013,Alabama,4830081,18.57111713033384,0.059085841694537344
22,2012-13,23,0.059000000000000004,2,54,955,0.983,2013,Alabama,4830081,19.771925149909496,0.05654450261780105
23,2012-13,24,0.049,0,43,871,0.897,2013,Alabama,4830081,18.032823880179237,0.04936854190585534
24,2012-13,25,0.047,0,41,879,0.905,2013,Alabama,4830081,18.1984525725345,0.04664391353811149
25,2012-13,26,0.054000000000000006,0,47,863,0.888,2013,Alabama,4830081,17.867195187823974,0.054461181923522596
26,2012-13,27,0.047,0,43,906,0.9329999999999999,2013,Alabama,4830081,18.75744940923351,0.04746136865342163
27,2012-13,28,0.055999999999999994,0,48,860,0.885,2013,Alabama,4830081,17.80508442819075,0.05581395348837209
28,2012-13,29,0.079,0,69,869,0.895,2013,Alabama,4830081,17.99141670709042,0.07940161104718067
29,2012-13,30,0.04,2,32,857,0.882,2013,Alabama,4830081,17.742973668557525,0.03733955659276546
30,2012-13,31,0.054000000000000006,0,50,927,0.9540000000000001,2013,Alabama,4830081,19.192224726666076,0.05393743257820928
31,2012-13,32,0.057999999999999996,0,48,826,0.85,2013,Alabama,4830081,17.10116248568088,0.05811138014527845
32,2012-13,33,0.062,0,53,861,0.8859999999999999,2013,Alabama,4830081,17.825788014735156,0.06155632984901278
33,2012-13,34,0.045,0,41,916,0.943,2013,Alabama,4830081,18.96448527467759,0.04475982532751092
34,2012-13,35,0.062,1,56,916,0.943,2013,Alabama,4830081,18.96448527467759,0.0611353711790393
35,2012-13,36,0.05,0,43,856,0.8809999999999999,2013,Alabama,4830081,17.722270082013118,0.05023364485981308
36,2012-13,37,0.061,0,52,849,0.8740000000000001,2013,Alabama,4830081,17.577344976202262,0.061248527679623084
37,2012-13,38,0.055999999999999994,0,50,885,0.9109999999999999,2013,Alabama,4830081,18.322674091800945,0.05649717514124294
38,2012-13,39,0.07200000000000001,0,67,929,0.956,2013,Alabama,4830081,19.23363189975489,0.0721205597416577
39,2013-14,40,0.055,0,48,867,0.892,2013,Alabama,4830081,17.950009534001605,0.05536332179930796
40,2013-14,41,0.06,0,57,945,0.973,2013,Alabama,4830081,19.564889284465416,0.06031746031746032
41,2013-14,42,0.046,0,43,925,0.9520000000000001,2013,Alabama,4830081,19.15081755357726,0.046486486486486484
42,2013-14,43,0.052000000000000005,1,49,963,0.991,2013,Alabama,4830081,19.93755384226476,0.05088265835929388
43,2013-14,44,0.065,0,63,962,0.99,2013,Alabama,4830081,19.916850255720348,0.06548856548856549
44,2013-14,45,0.062,2,59,979,1.0,2013,Alabama,4830081,20.268811226975284,0.0602655771195097
45,2013-14,46,0.06,0,58,962,0.99,2013,Alabama,4830081,19.916850255720348,0.060291060291060294
46,2013-14,47,0.057999999999999996,0,55,951,0.9790000000000001,2013,Alabama,4830081,19.689110803731865,0.05783385909568875
47,2013-14,48,0.066,0,66,1006,1.0,2013,Alabama,4830081,20.827808063674293,0.06560636182902585
48,2013-14,49,0.073,2,72,1015,1.0,2013,Alabama,4830081,21.014140342573967,0.07093596059113301
49,2013-14,50,0.08,4,75,985,1.0,2013,Alabama,4830081,20.39303274624173,0.07614213197969544
50,2013-14,51,0.078,4,80,1078,1.0,2013,Alabama,4830081,22.31846629487166,0.07421150278293136
51,2013-14,52,0.087,6,83,1028,1.0,2013,Alabama,4830081,21.283286967651268,0.08073929961089495
52,2013-14,1,0.084,6,63,817,0.841,2014,Alabama,4841799,16.873893360711584,0.07711138310893513
53,2013-14,2,0.102,6,86,902,0.9279999999999999,2014,Alabama,4841799,18.62943918159345,0.09534368070953436
54,2013-14,3,0.091,10,87,1067,1.0,2014,Alabama,4841799,22.037263422128838,0.08153701968134958
55,2013-14,4,0.107,6,105,1042,1.0,2014,Alabama,4841799,21.520926415987113,0.10076775431861804
56,2013-14,5,0.078,1,81,1056,1.0,2014,Alabama,4841799,21.81007513942648,0.07670454545454546
57,2013-14,6,0.09300000000000001,8,87,1025,1.0,2014,Alabama,4841799,21.16981725181074,0.08487804878048781
58,2013-14,7,0.086,6,76,957,0.985,2014,Alabama,4841799,19.76538059510525,0.0794148380355277
59,2013-14,8,0.063,2,61,998,1.0,2014,Alabama,4841799,20.61217328517768,0.061122244488977955
60,2013-14,9,0.07400000000000001,0,72,971,1.0,2014,Alabama,4841799,20.054529318544613,0.07415036045314109
61,2013-14,10,0.063,1,62,998,1.0,2014,Alabama,4841799,20.61217328517768,0.06212424849699399
62,2013-14,11,0.059000000000000004,0,58,989,1.0,2014,Alabama,4841799,20.426291962966655,0.05864509605662285
63,2013-14,12,0.063,0,61,962,0.99,2014,Alabama,4841799,19.868647996333593,0.06340956340956341
64,2013-14,13,0.067,0,62,929,0.956,2014,Alabama,4841799,19.187083148226517,0.06673842841765339
65,2013-14,14,0.055999999999999994,1,53,966,0.9940000000000001,2014,Alabama,4841799,19.95126191731627,0.054865424430641824
66,2013-14,15,0.066,0,62,941,0.9690000000000001,2014,Alabama,4841799,19.434924911174544,0.06588735387885228
67,2013-14,16,0.059000000000000004,0,59,1003,1.0,2014,Alabama,4841799,20.715440686406023,0.058823529411764705
68,2013-14,17,0.063,0,59,938,0.966,2014,Alabama,4841799,19.372964470437537,0.0628997867803838
69,2013-14,18,0.064,0,60,943,0.971,2014,Alabama,4841799,19.47623187166588,0.06362672322375397
70,2013-14,19,0.059000000000000004,0,55,934,0.961,2014,Alabama,4841799,19.29035054945486,0.058886509635974305
71,2013-14,20,0.051,0,48,945,0.973,2014,Alabama,4841799,19.517538832157218,0.050793650793650794
72,2013-14,21,0.05,0,46,914,0.941,2014,Alabama,4841799,18.87728094454148,0.05032822757111598
73,2013-14,22,0.051,0,48,943,0.971,2014,Alabama,4841799,19.47623187166588,0.05090137857900318
74,2013-14,23,0.063,0,60,950,0.978,2014,Alabama,4841799,19.620806233385565,0.06315789473684211
75,2013-14,24,0.051,0,44,863,0.888,2014,Alabama,4841799,17.82395345201236,0.05098493626882966
76,2013-14,25,0.051,0,40,788,0.8109999999999999,2014,Alabama,4841799,16.274942433587185,0.050761421319796954
77,2013-14,26,0.068,0,51,750,0.772,2014,Alabama,4841799,15.490110184251762,0.068
78,2013-14,27,0.048,0,33,690,0.71,2014,Alabama,4841799,14.25090136951162,0.04782608695652174
79,2013-14,28,0.055999999999999994,0,40,715,0.736,2014,Alabama,4841799,14.767238375653346,0.055944055944055944
80,2013-14,29,0.059000000000000004,0,46,775,0.7979999999999999,2014,Alabama,4841799,16.006447190393487,0.05935483870967742
81,2013-14,30,0.042,0,36,862,0.887,2014,Alabama,4841799,17.80329997176669,0.04176334106728538
82,2013-14,31,0.057999999999999996,0,50,867,0.892,2014,Alabama,4841799,17.906567372995035,0.05767012687427912
83,2013-14,32,0.061,0,56,911,0.938,2014,Alabama,4841799,18.81532050380447,0.06147091108671789
84,2013-14,33,0.063,0,52,831,0.855,2014,Alabama,4841799,17.163042084150952,0.06257521058965103
85,2013-14,34,0.054000000000000006,0,41,758,0.78,2014,Alabama,4841799,15.655338026217114,0.05408970976253298
86,2013-14,35,0.054000000000000006,0,32,598,0.616,2014,Alabama,4841799,12.350781186910071,0.05351170568561873
87,2013-14,36,0.046,0,34,733,0.755,2014,Alabama,4841799,15.139001020075389,0.04638472032742155
88,2013-14,37,0.053,0,40,752,0.774,2014,Alabama,4841799,15.5314171447431,0.05319148936170213
89,2013-14,38,0.057999999999999996,0,46,789,0.812,2014,Alabama,4841799,16.29559591383285,0.058301647655259824
90,2013-14,39,0.064,0,60,943,0.971,2014,Alabama,4841799,19.47623187166588,0.06362672322375397
91,2014-15,40,0.05,0,44,882,0.9079999999999999,2014,Alabama,4841799,18.216369576680073,0.049886621315192746
92,2014-15,41,0.057999999999999996,1,53,937,0.965,2014,Alabama,4841799,19.352310990191867,0.05656350053361793
93,2014-15,42,0.052000000000000005,0,49,934,0.961,2014,Alabama,4841799,19.29035054945486,0.05246252676659529
94,2014-15,43,0.065,0,59,906,0.9329999999999999,2014,Alabama,4841799,18.712053102576128,0.06512141280353201
95,2014-15,44,0.040999999999999995,0,38,928,0.955,2014,Alabama,4841799,19.166429667980847,0.040948275862068964
96,2014-15,45,0.054000000000000006,0,46,847,0.872,2014,Alabama,4841799,17.493497768081657,0.05430932703659976
97,2014-15,46,0.04,0,33,826,0.85,2014,Alabama,4841799,17.05977468292261,0.039951573849878935
98,2014-15,47,0.063,1,60,964,0.992,2014,Alabama,4841799,19.90995495682493,0.06224066390041494
99,2014-15,48,0.057999999999999996,1,57,995,1.0,2014,Alabama,4841799,20.55021284444067,0.05728643216080402
100,2014-15,49,0.065,2,65,1026,1.0,2014,Alabama,4841799,21.19047073205641,0.06335282651072124
101,2014-15,50,0.08199999999999999,2,84,1053,1.0,2014,Alabama,4841799,21.748114698689474,0.07977207977207977
102,2014-15,51,0.065,0,74,1130,1.0,2014,Alabama,4841799,23.338432677605986,0.06548672566371681
103,2014-15,52,0.077,6,77,1079,1.0,2014,Alabama,4841799,22.28510518507687,0.07136237256719184
104,2014-15,53,0.107,15,105,1125,1.0,2014,Alabama,4841799,23.235165276377643,0.09333333333333334
105,2014-15,1,0.106,9,115,1169,1.0,2015,Alabama,4852347,24.091434516121783,0.09837467921300257
106,2014-15,2,0.096,10,102,1172,1.0,2015,Alabama,4852347,24.153260267660162,0.08703071672354949
107,2014-15,3,0.084,4,86,1072,1.0,2015,Alabama,4852347,22.092401883047522,0.08022388059701492
108,2014-15,4,0.066,2,70,1087,1.0,2015,Alabama,4852347,22.401530640739416,0.06439742410303588
109,2014-15,5,0.085,6,90,1130,1.0,2015,Alabama,4852347,23.287699746122854,0.07964601769911504
110,2014-15,6,0.079,8,79,1102,1.0,2015,Alabama,4852347,22.710659398431314,0.07168784029038112
111,2014-15,7,0.08199999999999999,6,83,1088,1.0,2015,Alabama,4852347,22.422139224585546,0.07628676470588236
112,2014-15,8,0.081,4,87,1125,1.0,2015,Alabama,4852347,23.184656826892223,0.07733333333333334
113,2014-15,9,0.073,4,85,1224,1.0,2015,Alabama,4852347,25.224906627658736,0.06944444444444445
114,2014-15,10,0.1,5,109,1135,1.0,2015,Alabama,4852347,23.390742665353486,0.0960352422907489
115,2014-15,11,0.07200000000000001,1,74,1047,1.0,2015,Alabama,4852347,21.57718728689436,0.07067812798471824
116,2014-15,12,0.055,3,51,983,1.0,2015,Alabama,4852347,20.25823792074227,0.05188199389623601
117,2014-15,13,0.067,1,64,971,1.0,2015,Alabama,4852347,20.010934914588752,0.06591143151390319
118,2014-15,14,0.065,2,63,1006,1.0,2015,Alabama,4852347,20.73223534920318,0.06262425447316103
119,2014-15,15,0.07,2,63,924,0.951,2015,Alabama,4852347,19.042331473820813,0.06818181818181818
120,2014-15,16,0.054000000000000006,1,54,1012,1.0,2015,Alabama,4852347,20.855886852279937,0.0533596837944664
121,2014-15,17,0.055,0,54,984,1.0,2015,Alabama,4852347,20.278846504588397,0.054878048780487805
122,2014-15,18,0.055,0,50,916,0.943,2015,Alabama,4852347,18.8774628030518,0.05458515283842795
123,2014-15,19,0.05,0,45,907,0.934,2015,Alabama,4852347,18.691985548436662,0.04961411245865491
124,2014-15,20,0.057,0,51,898,0.924,2015,Alabama,4852347,18.506508293821526,0.05679287305122494
125,2014-15,21,0.062,0,52,837,0.862,2015,Alabama,4852347,17.249384679207814,0.06212664277180406
126,2014-15,22,0.073,0,56,769,0.792,2015,Alabama,4852347,15.848000977671216,0.07282184655396619
127,2014-15,23,0.055999999999999994,2,48,900,0.9259999999999999,2015,Alabama,4852347,18.547725461513778,0.05333333333333334
128,2014-15,24,0.037000000000000005,0,34,931,0.958,2015,Alabama,4852347,19.186591560743697,0.036519871106337275
129,2014-15,25,0.057,0,53,935,0.9620000000000001,2015,Alabama,4852347,19.269025896128202,0.05668449197860963
130,2014-15,26,0.040999999999999995,0,39,940,0.968,2015,Alabama,4852347,19.372068815358833,0.04148936170212766
131,2014-15,27,0.057,0,54,941,0.9690000000000001,2015,Alabama,4852347,19.39267739920496,0.057385759829968117
132,2014-15,28,0.063,0,59,935,0.9620000000000001,2015,Alabama,4852347,19.269025896128202,0.06310160427807486
133,2014-15,29,0.044000000000000004,0,41,939,0.9670000000000001,2015,Alabama,4852347,19.351460231512707,0.043663471778487756
134,2014-15,30,0.042,0,38,911,0.938,2015,Alabama,4852347,18.774419883821167,0.04171240395170143
135,2014-15,31,0.051,0,47,922,0.9490000000000001,2015,Alabama,4852347,19.00111430612856,0.0509761388286334
136,2014-15,32,0.054000000000000006,0,53,980,1.0,2015,Alabama,4852347,20.196412169203892,0.05408163265306123
137,2014-15,33,0.055,0,48,880,0.9059999999999999,2015,Alabama,4852347,18.13555378459125,0.05454545454545454
138,2014-15,34,0.054000000000000006,0,51,936,0.963,2015,Alabama,4852347,19.28963447997433,0.05448717948717949
139,2014-15,35,0.064,1,60,950,0.978,2015,Alabama,4852347,19.5781546538201,0.06315789473684211
140,2014-15,36,0.055,0,54,977,1.0,2015,Alabama,4852347,20.134586417665513,0.05527123848515865
141,2014-15,37,0.057999999999999996,0,54,927,0.9540000000000001,2015,Alabama,4852347,19.10415722535919,0.05825242718446602
142,2014-15,38,0.057999999999999996,0,55,949,0.977,2015,Alabama,4852347,19.557546069973974,0.05795574288724974
143,2014-15,39,0.054000000000000006,1,48,901,0.927,2015,Alabama,4852347,18.568334045359904,0.05327413984461709
144,2015-16,40,0.046,0,43,935,0.9620000000000001,2015,Alabama,4852347,19.269025896128202,0.045989304812834225
145,2015-16,41,0.036000000000000004,0,29,811,0.835,2015,Alabama,4852347,16.713561499208527,0.035758323057953144
146,2015-16,42,0.054000000000000006,0,44,809,0.833,2015,Alabama,4852347,16.672344331516275,0.054388133498145856
147,2015-16,43,0.07,0,64,920,0.9470000000000001,2015,Alabama,4852347,18.959897138436308,0.06956521739130435
148,2015-16,44,0.053,0,48,900,0.9259999999999999,2015,Alabama,4852347,18.547725461513778,0.05333333333333334
149,2015-16,45,0.057,0,55,959,0.987,2015,Alabama,4852347,19.763631908435237,0.05735140771637122
150,2015-16,46,0.052000000000000005,0,53,1023,1.0,2015,Alabama,4852347,21.082581274587326,0.05180840664711633
151,2015-16,47,0.063,1,62,1002,1.0,2015,Alabama,4852347,20.64980101381867,0.06187624750499002
152,2015-16,48,0.055999999999999994,0,52,923,0.95,2015,Alabama,4852347,19.021722889974686,0.056338028169014086
153,2015-16,49,0.054000000000000006,0,50,927,0.9540000000000001,2015,Alabama,4852347,19.10415722535919,0.05393743257820928
154,2015-16,50,0.051,0,40,787,0.81,2015,Alabama,4852347,16.218955486901493,0.05082592121982211
155,2015-16,51,0.079,2,61,799,0.8220000000000001,2015,Alabama,4852347,16.466258493055008,0.07634543178973717
156,2015-16,52,0.06,1,55,928,0.955,2015,Alabama,4852347,19.124765809205318,0.059267241379310345
157,2015-16,1,0.07,1,71,1027,1.0,2016,Alabama,4863525,21.116371356166567,0.0691333982473223
158,2015-16,2,0.07400000000000001,0,78,1060,1.0,2016,Alabama,4863525,21.79489156527416,0.07358490566037736
159,2015-16,3,0.066,0,69,1052,1.0,2016,Alabama,4863525,21.630401817611713,0.0655893536121673
160,2015-16,4,0.064,0,67,1043,1.0,2016,Alabama,4863525,21.445350851491458,0.06423777564717162
161,2015-16,5,0.059000000000000004,1,65,1121,1.0,2016,Alabama,4863525,23.049125891200312,0.05798394290811775
162,2015-16,6,0.057999999999999996,0,64,1098,1.0,2016,Alabama,4863525,22.576217866670778,0.058287795992714025
163,2015-16,7,0.066,0,75,1135,1.0,2016,Alabama,4863525,23.336982949609595,0.06607929515418502
164,2015-16,8,0.07,0,69,980,1.0,2016,Alabama,4863525,20.149994088649695,0.07040816326530612
165,2015-16,9,0.073,3,72,1024,1.0,2016,Alabama,4863525,21.05468770079315,0.0703125
166,2015-16,10,0.061,1,64,1063,1.0,2016,Alabama,4863525,21.856575220647574,0.060206961429915336
167,2015-16,11,0.071,6,67,1029,1.0,2016,Alabama,4863525,21.15749379308218,0.06511175898931001
168,2015-16,12,0.065,1,65,1017,1.0,2016,Alabama,4863525,20.91075917158851,0.063913470993117
169,2015-16,13,0.071,5,65,984,1.0,2016,Alabama,4863525,20.232238962480917,0.06605691056910569
170,2015-16,14,0.054000000000000006,0,55,1017,1.0,2016,Alabama,4863525,20.91075917158851,0.05408062930186824
171,2015-16,15,0.07200000000000001,1,67,950,0.978,2016,Alabama,4863525,19.53315753491552,0.07052631578947369
172,2015-16,16,0.053,1,53,1020,1.0,2016,Alabama,4863525,20.972442826961927,0.05196078431372549
173,2015-16,17,0.044000000000000004,0,44,990,1.0,2016,Alabama,4863525,20.355606273227753,0.044444444444444446
174,2015-16,18,0.057,1,55,986,1.0,2016,Alabama,4863525,20.273361399396528,0.055780933062880324
175,2015-16,19,0.048,0,47,970,0.998,2016,Alabama,4863525,19.944381904071637,0.04845360824742268
176,2015-16,20,0.066,1,62,951,0.9790000000000001,2016,Alabama,4863525,19.553718753373325,0.06519453207150368
177,2015-16,21,0.06,0,57,950,0.978,2016,Alabama,4863525,19.53315753491552,0.06
178,2015-16,22,0.048,0,47,976,1.0,2016,Alabama,4863525,20.06774921481847,0.04815573770491803
179,2015-16,23,0.047,0,47,991,1.0,2016,Alabama,4863525,20.376167491685557,0.04742684157416751
180,2015-16,24,0.049,0,44,889,0.915,2016,Alabama,4863525,18.278923208989365,0.049493813273340834
181,2015-16,25,0.049,0,48,988,1.0,2016,Alabama,4863525,20.31448383631214,0.048582995951417005
182,2015-16,26,0.046,0,43,936,0.963,2016,Alabama,4863525,19.245300476506237,0.045940170940170943
183,2015-16,27,0.045,0,42,924,0.951,2016,Alabama,4863525,18.99856585501257,0.045454545454545456
184,2015-16,28,0.049,0,48,985,1.0,2016,Alabama,4863525,20.252800180938724,0.048730964467005075
185,2015-16,29,0.048,0,45,940,0.968,2016,Alabama,4863525,19.327545350337463,0.047872340425531915
186,2015-16,30,0.062,0,58,942,0.97,2016,Alabama,4863525,19.368667787253074,0.06157112526539278
187,2015-16,31,0.045,0,42,924,0.951,2016,Alabama,4863525,18.99856585501257,0.045454545454545456
188,2015-16,32,0.05,0,46,928,0.955,2016,Alabama,4863525,19.08081072884379,0.04956896551724138
189,2015-16,33,0.031,0,31,997,1.0,2016,Alabama,4863525,20.499534802432393,0.031093279839518557
190,2015-16,34,0.040999999999999995,0,40,972,1.0,2016,Alabama,4863525,19.985504340987248,0.0411522633744856
191,2015-16,35,0.059000000000000004,0,55,932,0.9590000000000001,2016,Alabama,4863525,19.163055602675016,0.059012875536480686
192,2015-16,36,0.055999999999999994,0,52,932,0.9590000000000001,2016,Alabama,4863525,19.163055602675016,0.055793991416309016
193,2015-16,37,0.071,0,70,980,1.0,2016,Alabama,4863525,20.149994088649695,0.07142857142857142
194,2015-16,38,0.057,0,57,993,1.0,2016,Alabama,4863525,20.417289928601168,0.05740181268882175
195,2015-16,39,0.039,0,37,956,0.9840000000000001,2016,Alabama,4863525,19.656524845662354,0.038702928870292884
196,2016-17,40,0.057,0,56,987,1.0,2016,Alabama,4863525,20.293922617854335,0.05673758865248227
197,2016-17,41,0.054000000000000006,0,53,980,1.0,2016,Alabama,4863525,20.149994088649695,0.05408163265306123
198,2016-17,42,0.045,0,43,948,0.976,2016,Alabama,4863525,19.492035097999906,0.04535864978902954
199,2016-17,43,0.064,1,63,996,1.0,2016,Alabama,4863525,20.478973583974586,0.06325301204819277
200,2016-17,44,0.039,0,38,979,1.0,2016,Alabama,4863525,20.129432870191888,0.03881511746680286
201,2016-17,45,0.055999999999999994,0,58,1043,1.0,2016,Alabama,4863525,21.445350851491458,0.05560882070949185
202,2016-17,46,0.05,0,51,1016,1.0,2016,Alabama,4863525,20.890197953130702,0.05019685039370079
203,2016-17,47,0.052000000000000005,0,55,1059,1.0,2016,Alabama,4863525,21.774330346816352,0.05193578847969783
204,2016-17,48,0.054000000000000006,0,57,1058,1.0,2016,Alabama,4863525,21.753769128358545,0.05387523629489603
205,2016-17,49,0.057999999999999996,0,63,1080,1.0,2016,Alabama,4863525,22.206115934430276,0.058333333333333334
206,2016-17,50,0.046,0,50,1081,1.0,2016,Alabama,4863525,22.22667715288808,0.04625346901017576
207,2016-17,51,0.053,0,61,1147,1.0,2016,Alabama,4863525,23.583717571103264,0.05318221447253706
208,2016-17,52,0.049,1,54,1134,1.0,2016,Alabama,4863525,23.316421731151788,0.047619047619047616
209,2016-17,1,0.067,1,76,1141,1.0,2017,Alabama,4874486,23.407596206041006,0.06660823838737949
210,2016-17,2,0.069,2,77,1142,1.0,2017,Alabama,4874486,23.428111189569524,0.06742556917688267
211,2016-17,3,0.083,1,88,1074,1.0,2017,Alabama,4874486,22.033092309630185,0.08193668528864059
212,2016-17,4,0.062,3,62,1051,1.0,2017,Alabama,4874486,21.56124768847423,0.058991436726926735
213,2016-17,5,0.049,1,51,1051,1.0,2017,Alabama,4874486,21.56124768847423,0.048525214081826834
214,2016-17,6,0.08,1,86,1082,1.0,2017,Alabama,4874486,22.19721217785834,0.07948243992606285
215,2016-17,7,0.066,3,68,1069,1.0,2017,Alabama,4874486,21.930517391987586,0.06361085126286249
216,2016-17,8,0.068,7,70,1130,1.0,2017,Alabama,4874486,23.181931387227287,0.061946902654867256
217,2016-17,9,0.073,5,75,1090,1.0,2017,Alabama,4874486,22.3613320460865,0.06880733944954129
218,2016-17,10,0.06,5,57,1033,1.0,2017,Alabama,4874486,21.191977984960875,0.05517909002904162
219,2016-17,11,0.073,5,74,1083,1.0,2017,Alabama,4874486,22.21772716138686,0.06832871652816251
220,2016-17,12,0.065,5,65,1077,1.0,2017,Alabama,4874486,22.09463726021574,0.060352831940575676
221,2016-17,13,0.057999999999999996,3,55,1004,1.0,2017,Alabama,4874486,20.597043462633803,0.054780876494023904
222,2016-17,14,0.057999999999999996,2,60,1065,1.0,2017,Alabama,4874486,21.848457457873504,0.056338028169014086
223,2016-17,15,0.059000000000000004,3,58,1031,1.0,2017,Alabama,4874486,21.150948017903836,0.05625606207565471
224,2016-17,16,0.067,3,64,996,1.0,2017,Alabama,4874486,20.432923594405644,0.0642570281124498
225,2016-17,17,0.055,1,54,1004,1.0,2017,Alabama,4874486,20.597043462633803,0.053784860557768925
226,2016-17,18,0.06,0,56,926,0.953,2017,Alabama,4874486,18.996874747409265,0.06047516198704104
227,2016-17,19,0.053,1,56,1078,1.0,2017,Alabama,4874486,22.115152243744262,0.05194805194805195
228,2016-17,20,0.05,2,49,1017,1.0,2017,Alabama,4874486,20.86373824850456,0.048180924287118974
229,2016-17,21,0.065,2,63,999,1.0,2017,Alabama,4874486,20.494468544991204,0.06306306306306306
230,2016-17,22,0.055,0,52,950,0.978,2017,Alabama,4874486,19.48923435209374,0.05473684210526316
231,2016-17,23,0.05,0,50,1010,1.0,2017,Alabama,4874486,20.720133363804923,0.04950495049504951
232,2016-17,24,0.038,0,36,939,0.9670000000000001,2017,Alabama,4874486,19.26356953328002,0.038338658146964855
233,2016-17,25,0.051,0,50,984,1.0,2017,Alabama,4874486,20.186743792063407,0.0508130081300813
234,2016-17,26,0.052000000000000005,0,49,949,0.977,2017,Alabama,4874486,19.468719368565218,0.051633298208640675
235,2016-17,27,0.049,0,47,965,0.993,2017,Alabama,4874486,19.796959105021532,0.04870466321243523
236,2016-17,28,0.05,0,49,972,1.0,2017,Alabama,4874486,19.94056398972117,0.050411522633744855
237,2016-17,29,0.055,0,54,975,1.0,2017,Alabama,4874486,20.00210894030673,0.055384615384615386
238,2016-17,30,0.069,0,63,914,0.941,2017,Alabama,4874486,18.75069494506703,0.06892778993435449
239,2016-17,31,0.055,0,53,959,0.987,2017,Alabama,4874486,19.673869203850415,0.05526590198123045
240,2016-17,32,0.066,0,62,937,0.965,2017,Alabama,4874486,19.22253956622298,0.06616862326574173
241,2016-17,33,0.05,0,48,963,0.991,2017,Alabama,4874486,19.755929137964493,0.04984423676012461
242,2016-17,34,0.057,0,54,947,0.975,2017,Alabama,4874486,19.42768940150818,0.057022175290390706
243,2016-17,35,0.05,0,48,951,0.9790000000000001,2017,Alabama,4874486,19.509749335622256,0.050473186119873815
244,2016-17,36,0.063,2,61,999,1.0,2017,Alabama,4874486,20.494468544991204,0.06106106106106106
245,2016-17,37,0.064,0,63,990,1.0,2017,Alabama,4874486,20.309833693234527,0.06363636363636363
246,2016-17,38,0.038,0,39,1028,1.0,2017,Alabama,4874486,21.089403067318276,0.037937743190661476
247,2016-17,39,0.051,0,52,1025,1.0,2017,Alabama,4874486,21.027858116732716,0.050731707317073174
248,2017-18,40,0.057999999999999996,0,56,960,0.988,2017,Alabama,4874486,19.694384187378933,0.058333333333333334
249,2017-18,41,0.055999999999999994,0,56,1006,1.0,2017,Alabama,4874486,20.63807342969084,0.055666003976143144
250,2017-18,42,0.077,0,76,988,1.0,2017,Alabama,4874486,20.268803726177488,0.07692307692307693
251,2017-18,43,0.061,0,59,962,0.99,2017,Alabama,4874486,19.735414154435976,0.061330561330561334
252,2017-18,44,0.06,1,60,1013,1.0,2017,Alabama,4874486,20.78167831439048,0.059230009871668314
253,2017-18,45,0.057999999999999996,0,58,1005,1.0,2017,Alabama,4874486,20.617558446162324,0.05771144278606965
254,2017-18,46,0.06,1,59,998,1.0,2017,Alabama,4874486,20.473953561462686,0.05911823647294589
