,State,Season,Week,Percent_P_I,Num_Influenza_Deaths,Num_Pneumonia_Deaths,Total_Deaths,Percent_Complete,Calendar_Year
5565,Indiana,2017-18,38,4.9,0,57,1158,0.965,2018
5566,Indiana,2017-18,39,5.9,0,71,1211,1.0,2018
5567,Indiana,2018-19,40,5.4,2,64,1229,1.0,2018
5568,Indiana,2018-19,41,6.6,0,79,1192,0.993,2018
5569,Indiana,2018-19,42,6.3,1,76,1214,1.0,2018
5570,Indiana,2018-19,43,5.6,0,71,1269,1.0,2018
5571,Indiana,2018-19,44,5.4,0,68,1253,1.0,2018
5572,Indiana,2018-19,45,6.0,2,69,1180,0.983,2018
5573,Indiana,2018-19,46,5.7,0,75,1310,1.0,2018
5574,Indiana,2018-19,47,6.0,0,72,1201,1.0,2018
5575,Indiana,2018-19,48,6.0,0,76,1275,1.0,2018
5576,Indiana,2018-19,49,5.7,0,77,1360,1.0,2018
5577,Indiana,2018-19,50,5.8,0,76,1308,1.0,2018
5578,Indiana,2018-19,51,6.6,2,80,1248,1.0,2018
5579,Indiana,2018-19,52,6.5,3,88,1390,1.0,2018
5580,Indiana,2018-19,1,8.6,7,107,1319,1.0,2019
5581,Indiana,2018-19,2,6.8,2,88,1325,1.0,2019
5582,Indiana,2018-19,3,7.2,4,87,1267,1.0,2019
5583,Indiana,2018-19,4,6.8,6,84,1326,1.0,2019
5584,Indiana,2018-19,5,8.8,2,121,1393,1.0,2019
5585,Indiana,2018-19,6,7.3,11,91,1397,1.0,2019
5586,Indiana,2018-19,7,9.2,9,112,1311,1.0,2019
5587,Indiana,2018-19,8,8.8,6,114,1359,1.0,2019
5588,Indiana,2018-19,9,7.5,14,82,1276,1.0,2019
5589,Indiana,2018-19,10,7.8,16,87,1317,1.0,2019
5590,Indiana,2018-19,11,9.0,14,110,1377,1.0,2019
5591,Indiana,2018-19,12,7.5,12,88,1339,1.0,2019
5592,Indiana,2018-19,13,7.9,22,82,1310,1.0,2019
5593,Indiana,2018-19,14,7.1,13,83,1348,1.0,2019
5594,Indiana,2018-19,15,7.5,15,79,1258,1.0,2019
5595,Indiana,2018-19,16,6.8,5,80,1244,1.0,2019
5596,Indiana,2018-19,17,7.0,4,86,1293,1.0,2019
5597,Indiana,2018-19,18,7.2,2,88,1246,1.0,2019
5598,Indiana,2018-19,19,6.4,1,80,1263,1.0,2019
5599,Indiana,2018-19,20,5.2,1,63,1241,1.0,2019
5600,Indiana,2018-19,21,6.0,0,77,1286,1.0,2019
5601,Indiana,2018-19,22,6.2,0,76,1217,1.0,2019
5602,Indiana,2018-19,23,6.0,1,71,1202,1.0,2019
5603,Indiana,2018-19,24,4.4,0,53,1196,0.997,2019
5604,Indiana,2018-19,25,6.1,0,75,1227,1.0,2019
5605,Indiana,2018-19,26,6.5,0,78,1195,0.996,2019
5606,Indiana,2018-19,27,6.4,0,76,1180,0.983,2019
5607,Indiana,2018-19,28,6.4,1,72,1147,0.956,2019
5608,Indiana,2018-19,29,3.7,0,45,1230,1.0,2019
5609,Indiana,2018-19,30,5.8,0,66,1146,0.955,2019
5610,Indiana,2018-19,31,5.4,0,62,1147,0.956,2019
5611,Indiana,2018-19,32,5.5,0,65,1188,0.99,2019
5612,Indiana,2018-19,33,5.5,0,67,1225,1.0,2019
5613,Indiana,2018-19,34,5.4,0,61,1134,0.945,2019
5614,Indiana,2018-19,35,6.6,1,74,1140,0.95,2019
5615,Indiana,2018-19,36,5.0,0,60,1201,1.0,2019
5616,Indiana,2018-19,37,4.6,0,58,1268,1.0,2019
5617,Indiana,2018-19,38,7.4,0,87,1183,0.986,2019
5618,Indiana,2018-19,39,4.8,0,59,1218,1.0,2019
5619,Indiana,2019-20,40,5.6,0,68,1205,1.0,2019
5620,Indiana,2019-20,41,6.3,1,77,1231,1.0,2019
5621,Indiana,2019-20,42,5.8,0,73,1254,1.0,2019
5622,Indiana,2019-20,43,5.8,1,73,1267,1.0,2019
5623,Indiana,2019-20,44,5.6,1,73,1318,1.0,2019
5624,Indiana,2019-20,45,4.5,1,56,1263,1.0,2019
5625,Indiana,2019-20,46,6.5,0,83,1270,1.0,2019
5626,Indiana,2019-20,47,4.8,0,63,1309,1.0,2019
5627,Indiana,2019-20,48,5.9,1,75,1299,1.0,2019
5628,Indiana,2019-20,49,6.4,1,83,1319,1.0,2019
5629,Indiana,2019-20,50,6.5,2,83,1299,1.0,2019
5630,Indiana,2019-20,51,7.1,4,95,1403,1.0,2019
5631,Indiana,2019-20,52,7.6,5,93,1294,1.0,2019
5632,Indiana,2019-20,1,9.1,13,118,1435,1.0,2020
5633,Indiana,2019-20,2,8.7,13,107,1375,1.0,2020
5634,Indiana,2019-20,3,7.9,6,101,1358,1.0,2020
5635,Indiana,2019-20,4,7.3,6,95,1377,1.0,2020
5636,Indiana,2019-20,5,7.4,7,93,1343,1.0,2020
5637,Indiana,2019-20,6,8.5,11,100,1306,1.0,2020
5638,Indiana,2019-20,7,7.6,9,95,1360,1.0,2020
5639,Indiana,2019-20,8,8.6,12,100,1304,1.0,2020
5640,Indiana,2019-20,9,8.5,13,100,1327,1.0,2020
5641,Indiana,2019-20,10,8.2,13,85,1189,0.991,2020
5642,Indiana,2019-20,11,9.2,13,88,1095,0.9129999999999999,2020
5643,Indiana,2019-20,12,6.9,5,38,620,0.517,2020
5644,Iowa,2012-13,1,13.1,8,60,518,0.9159999999999999,2013
5645,Iowa,2012-13,2,13.0,12,83,732,1.0,2013
5646,Iowa,2012-13,3,11.1,14,66,722,1.0,2013
5647,Iowa,2012-13,4,11.5,9,68,667,1.0,2013
5648,Iowa,2012-13,5,11.6,10,61,610,1.0,2013
5649,Iowa,2012-13,6,9.4,7,48,585,1.0,2013
5650,Iowa,2012-13,7,11.3,1,69,617,1.0,2013
5651,Iowa,2012-13,8,10.9,6,57,576,1.0,2013
5652,Iowa,2012-13,9,9.6,2,55,593,1.0,2013
5653,Iowa,2012-13,10,9.8,3,54,582,1.0,2013
5654,Iowa,2012-13,11,10.4,2,58,576,1.0,2013
5655,Iowa,2012-13,12,8.7,1,49,578,1.0,2013
5656,Iowa,2012-13,13,11.0,2,63,593,1.0,2013
5657,Iowa,2012-13,14,10.2,1,54,540,0.955,2013
5658,Iowa,2012-13,15,8.1,0,42,516,0.912,2013
5659,Iowa,2012-13,16,7.3,0,37,505,0.893,2013
5660,Iowa,2012-13,17,6.5,0,35,538,0.951,2013
5661,Iowa,2012-13,18,7.3,0,39,535,0.946,2013
5662,Iowa,2012-13,19,8.2,1,44,547,0.9670000000000001,2013
5663,Iowa,2012-13,20,10.1,0,53,527,0.932,2013
5664,Iowa,2012-13,21,6.6,0,34,519,0.9179999999999999,2013
5665,Iowa,2012-13,22,6.6,0,35,530,0.937,2013
5666,Iowa,2012-13,23,8.3,0,44,531,0.9390000000000001,2013
5667,Iowa,2012-13,24,7.5,0,39,520,0.919,2013
5668,Iowa,2012-13,25,7.1,0,34,481,0.85,2013
5669,Iowa,2012-13,26,5.4,0,26,482,0.852,2013
5670,Iowa,2012-13,27,4.8,0,24,495,0.875,2013
5671,Iowa,2012-13,28,6.6,0,31,473,0.836,2013
5672,Iowa,2012-13,29,8.4,0,41,491,0.868,2013
5673,Iowa,2012-13,30,6.3,0,30,478,0.845,2013
5674,Iowa,2012-13,31,8.3,0,40,483,0.8540000000000001,2013
5675,Iowa,2012-13,32,7.4,0,37,497,0.879,2013
5676,Iowa,2012-13,33,5.8,0,30,517,0.914,2013
5677,Iowa,2012-13,34,7.1,0,38,538,0.951,2013
5678,Iowa,2012-13,35,5.9,0,30,511,0.904,2013
5679,Iowa,2012-13,36,6.0,0,32,529,0.935,2013
5680,Iowa,2012-13,37,5.1,0,27,531,0.9390000000000001,2013
5681,Iowa,2012-13,38,6.0,0,32,537,0.9490000000000001,2013
5682,Iowa,2012-13,39,7.5,1,37,504,0.8909999999999999,2013
5683,Iowa,2013-14,40,8.2,0,38,465,0.8220000000000001,2013
5684,Iowa,2013-14,41,7.4,0,38,512,0.905,2013
5685,Iowa,2013-14,42,6.0,0,32,537,0.9490000000000001,2013
5686,Iowa,2013-14,43,8.3,0,48,575,1.0,2013
5687,Iowa,2013-14,44,9.5,0,52,548,0.9690000000000001,2013
5688,Iowa,2013-14,45,9.0,1,53,599,1.0,2013
5689,Iowa,2013-14,46,7.1,0,43,606,1.0,2013
5690,Iowa,2013-14,47,6.6,0,38,572,1.0,2013
5691,Iowa,2013-14,48,8.9,0,49,549,0.971,2013
5692,Iowa,2013-14,49,7.5,1,42,574,1.0,2013
5693,Iowa,2013-14,50,7.1,0,42,594,1.0,2013
5694,Iowa,2013-14,51,9.0,0,54,601,1.0,2013
5695,Iowa,2013-14,52,5.6,1,32,590,1.0,2013
5696,Iowa,2013-14,1,7.9,2,49,644,1.0,2014
5697,Iowa,2013-14,2,10.5,4,65,656,1.0,2014
5698,Iowa,2013-14,3,12.0,8,65,606,1.0,2014
5699,Iowa,2013-14,4,8.4,4,44,572,1.0,2014
5700,Iowa,2013-14,5,8.0,3,47,625,1.0,2014
5701,Iowa,2013-14,6,10.7,4,56,560,0.99,2014
5702,Iowa,2013-14,7,7.4,1,43,595,1.0,2014
5703,Iowa,2013-14,8,7.4,3,43,622,1.0,2014
5704,Iowa,2013-14,9,7.0,2,37,557,0.985,2014
5705,Iowa,2013-14,10,7.4,1,43,593,1.0,2014
5706,Iowa,2013-14,11,8.5,0,49,576,1.0,2014
5707,Iowa,2013-14,12,8.2,0,49,596,1.0,2014
5708,Iowa,2013-14,13,7.7,0,44,572,1.0,2014
5709,Iowa,2013-14,14,10.0,0,53,529,0.935,2014
5710,Iowa,2013-14,15,5.7,0,35,616,1.0,2014
5711,Iowa,2013-14,16,6.6,0,37,560,0.99,2014
5712,Iowa,2013-14,17,7.1,2,37,546,0.965,2014
5713,Iowa,2013-14,18,6.5,0,39,600,1.0,2014
5714,Iowa,2013-14,19,7.7,0,41,535,0.946,2014
5715,Iowa,2013-14,20,5.7,0,29,512,0.905,2014
5716,Iowa,2013-14,21,7.4,0,38,517,0.914,2014
5717,Iowa,2013-14,22,8.6,0,45,522,0.9229999999999999,2014
5718,Iowa,2013-14,23,7.3,0,39,532,0.941,2014
5719,Iowa,2013-14,24,8.6,1,44,522,0.9229999999999999,2014
5720,Iowa,2013-14,25,8.9,0,46,518,0.9159999999999999,2014
5721,Iowa,2013-14,26,5.9,0,29,489,0.865,2014
5722,Iowa,2013-14,27,4.4,0,23,519,0.9179999999999999,2014
5723,Iowa,2013-14,28,5.7,0,29,513,0.907,2014
5724,Iowa,2013-14,29,8.3,1,44,539,0.953,2014
5725,Iowa,2013-14,30,9.7,0,50,514,0.909,2014
5726,Iowa,2013-14,31,5.2,0,24,465,0.8220000000000001,2014
5727,Iowa,2013-14,32,6.3,0,34,537,0.9490000000000001,2014
5728,Iowa,2013-14,33,5.9,0,30,512,0.905,2014
5729,Iowa,2013-14,34,5.1,1,28,572,1.0,2014
5730,Iowa,2013-14,35,4.8,0,25,516,0.912,2014
5731,Iowa,2013-14,36,6.9,0,36,525,0.9279999999999999,2014
5732,Iowa,2013-14,37,7.2,0,37,512,0.905,2014
5733,Iowa,2013-14,38,7.4,0,40,542,0.958,2014
5734,Iowa,2013-14,39,9.8,0,54,553,0.978,2014
5735,Iowa,2014-15,40,5.1,0,26,514,0.909,2014
5736,Iowa,2014-15,41,4.8,0,27,563,0.995,2014
5737,Iowa,2014-15,42,6.1,0,31,508,0.898,2014
5738,Iowa,2014-15,43,5.9,0,31,529,0.935,2014
5739,Iowa,2014-15,44,4.7,0,25,536,0.948,2014
5740,Iowa,2014-15,45,6.2,0,36,584,1.0,2014
5741,Iowa,2014-15,46,8.4,0,50,594,1.0,2014
5742,Iowa,2014-15,47,6.7,0,40,599,1.0,2014
5743,Iowa,2014-15,48,7.6,0,43,563,0.995,2014
5744,Iowa,2014-15,49,5.5,3,29,583,1.0,2014
5745,Iowa,2014-15,50,6.8,3,40,633,1.0,2014
5746,Iowa,2014-15,51,11.2,10,60,625,1.0,2014
5747,Iowa,2014-15,52,11.4,16,56,631,1.0,2014
5748,Iowa,2014-15,53,14.9,28,74,685,1.0,2014
5749,Iowa,2014-15,1,15.2,45,67,738,1.0,2015
5750,Iowa,2014-15,2,13.3,30,61,683,1.0,2015
5751,Iowa,2014-15,3,13.1,24,63,664,1.0,2015
5752,Iowa,2014-15,4,10.8,8,57,604,1.0,2015
5753,Iowa,2014-15,5,8.7,6,45,587,1.0,2015
5754,Iowa,2014-15,6,8.6,2,51,616,1.0,2015
5755,Iowa,2014-15,7,8.2,3,44,575,1.0,2015
5756,Iowa,2014-15,8,7.3,1,43,602,1.0,2015
5757,Iowa,2014-15,9,9.9,4,57,616,1.0,2015
5758,Iowa,2014-15,10,8.0,3,46,611,1.0,2015
5759,Iowa,2014-15,11,8.5,2,52,638,1.0,2015
5760,Iowa,2014-15,12,9.4,4,54,615,1.0,2015
5761,Iowa,2014-15,13,8.7,3,51,620,1.0,2015
5762,Iowa,2014-15,14,10.5,4,55,562,0.9940000000000001,2015
5763,Iowa,2014-15,15,10.5,1,60,582,1.0,2015
5764,Iowa,2014-15,16,9.5,2,50,548,0.9690000000000001,2015
5765,Iowa,2014-15,17,7.4,0,44,591,1.0,2015
5766,Iowa,2014-15,18,7.6,0,40,527,0.932,2015
5767,Iowa,2014-15,19,6.3,0,33,524,0.9259999999999999,2015
5768,Iowa,2014-15,20,7.4,0,40,542,0.958,2015
5769,Iowa,2014-15,21,7.4,3,36,524,0.9259999999999999,2015
5770,Iowa,2014-15,22,7.2,0,45,623,1.0,2015
5771,Iowa,2014-15,23,7.1,0,35,494,0.873,2015
5772,Iowa,2014-15,24,7.0,0,37,526,0.93,2015
5773,Iowa,2014-15,25,8.4,0,45,537,0.9490000000000001,2015
5774,Iowa,2014-15,26,6.5,0,33,511,0.904,2015
5775,Iowa,2014-15,27,7.9,0,44,557,0.985,2015
5776,Iowa,2014-15,28,6.1,0,33,539,0.953,2015
5777,Iowa,2014-15,29,9.1,0,47,516,0.912,2015
5778,Iowa,2014-15,30,7.5,0,41,550,0.972,2015
5779,Iowa,2014-15,31,7.0,0,38,540,0.955,2015
5780,Iowa,2014-15,32,7.4,0,38,515,0.9109999999999999,2015
5781,Iowa,2014-15,33,6.7,0,33,490,0.866,2015
5782,Iowa,2014-15,34,5.2,0,29,560,0.99,2015
5783,Iowa,2014-15,35,6.6,0,37,557,0.985,2015
5784,Iowa,2014-15,36,5.7,0,29,506,0.895,2015
5785,Iowa,2014-15,37,5.7,0,29,512,0.905,2015
5786,Iowa,2014-15,38,6.7,0,37,552,0.976,2015
5787,Iowa,2014-15,39,8.4,0,45,538,0.951,2015
5788,Iowa,2015-16,40,7.8,0,46,588,1.0,2015
5789,Iowa,2015-16,41,6.2,0,34,550,0.972,2015
5790,Iowa,2015-16,42,6.2,1,33,546,0.965,2015
5791,Iowa,2015-16,43,7.3,1,35,496,0.877,2015
5792,Iowa,2015-16,44,7.8,0,41,523,0.925,2015
5793,Iowa,2015-16,45,5.5,0,32,577,1.0,2015
5794,Iowa,2015-16,46,8.7,1,47,553,0.978,2015
5795,Iowa,2015-16,47,7.5,0,45,597,1.0,2015
5796,Iowa,2015-16,48,8.1,0,43,531,0.9390000000000001,2015
5797,Iowa,2015-16,49,4.8,0,27,561,0.992,2015
5798,Iowa,2015-16,50,5.1,0,30,583,1.0,2015
5799,Iowa,2015-16,51,6.3,1,35,576,1.0,2015
5800,Iowa,2015-16,52,8.2,0,48,586,1.0,2015
5801,Iowa,2015-16,1,7.5,1,46,628,1.0,2016
5802,Iowa,2015-16,2,9.0,1,56,631,1.0,2016
5803,Iowa,2015-16,3,6.8,0,42,619,1.0,2016
5804,Iowa,2015-16,4,10.4,1,61,596,1.0,2016
5805,Iowa,2015-16,5,7.6,0,45,589,1.0,2016
5806,Iowa,2015-16,6,7.5,2,43,602,1.0,2016
5807,Iowa,2015-16,7,7.5,1,45,617,1.0,2016
5808,Iowa,2015-16,8,8.4,3,48,610,1.0,2016
5809,Iowa,2015-16,9,7.4,1,41,564,0.997,2016
5810,Iowa,2015-16,10,10.7,6,55,568,1.0,2016
5811,Iowa,2015-16,11,9.8,2,55,581,1.0,2016
5812,Iowa,2015-16,12,8.1,5,40,554,0.98,2016
5813,Iowa,2015-16,13,9.3,4,44,515,0.9109999999999999,2016
5814,Iowa,2015-16,14,10.5,7,60,637,1.0,2016
5815,Iowa,2015-16,15,9.4,3,48,544,0.9620000000000001,2016
5816,Iowa,2015-16,16,6.5,1,35,553,0.978,2016
5817,Iowa,2015-16,17,8.4,2,46,572,1.0,2016
5818,Iowa,2015-16,18,6.7,0,38,569,1.0,2016
5819,Iowa,2015-16,19,6.9,2,35,537,0.9490000000000001,2016
5820,Iowa,2015-16,20,5.7,0,33,577,1.0,2016
5821,Iowa,2015-16,21,7.3,0,37,507,0.8959999999999999,2016
5822,Iowa,2015-16,22,6.9,1,32,479,0.847,2016
5823,Iowa,2015-16,23,7.1,0,38,538,0.951,2016
5824,Iowa,2015-16,24,5.3,0,28,532,0.941,2016
5825,Iowa,2015-16,25,4.5,0,23,508,0.898,2016
5826,Iowa,2015-16,26,5.4,1,29,552,0.976,2016
5827,Iowa,2015-16,27,5.7,0,29,505,0.893,2016
5828,Iowa,2015-16,28,5.2,0,24,466,0.8240000000000001,2016
5829,Iowa,2015-16,29,6.5,1,32,506,0.895,2016
5830,Iowa,2015-16,30,5.3,0,30,570,1.0,2016
5831,Iowa,2015-16,31,4.7,0,23,486,0.8590000000000001,2016
5832,Iowa,2015-16,32,6.1,0,35,572,1.0,2016
5833,Iowa,2015-16,33,4.8,0,25,522,0.9229999999999999,2016
5834,Iowa,2015-16,34,4.6,0,25,549,0.971,2016
5835,Iowa,2015-16,35,6.9,0,39,566,1.0,2016
5836,Iowa,2015-16,36,4.6,0,25,540,0.955,2016
5837,Iowa,2015-16,37,5.9,0,32,543,0.96,2016
5838,Iowa,2015-16,38,6.4,0,35,543,0.96,2016
5839,Iowa,2015-16,39,5.2,0,28,535,0.946,2016
5840,Iowa,2016-17,40,6.4,0,35,549,0.971,2016
5841,Iowa,2016-17,41,5.5,0,34,615,1.0,2016
5842,Iowa,2016-17,42,8.3,0,46,554,0.98,2016
5843,Iowa,2016-17,43,8.3,0,47,568,1.0,2016
5844,Iowa,2016-17,44,8.6,0,48,560,0.99,2016
5845,Iowa,2016-17,45,7.8,0,43,553,0.978,2016
5846,Iowa,2016-17,46,6.9,0,38,554,0.98,2016
5847,Iowa,2016-17,47,7.8,0,48,618,1.0,2016
5848,Iowa,2016-17,48,6.0,0,36,599,1.0,2016
5849,Iowa,2016-17,49,5.9,1,34,591,1.0,2016
5850,Iowa,2016-17,50,7.2,1,42,599,1.0,2016
5851,Iowa,2016-17,51,6.8,0,43,637,1.0,2016
5852,Iowa,2016-17,52,8.5,3,55,684,1.0,2016
5853,Iowa,2016-17,1,7.0,3,43,661,1.0,2017
5854,Iowa,2016-17,2,8.4,8,53,730,1.0,2017
5855,Iowa,2016-17,3,9.8,6,61,687,1.0,2017
5856,Iowa,2016-17,4,10.2,10,56,649,1.0,2017
5857,Iowa,2016-17,5,9.2,6,56,676,1.0,2017
5858,Iowa,2016-17,6,12.1,14,64,642,1.0,2017
5859,Iowa,2016-17,7,11.1,22,52,665,1.0,2017
5860,Iowa,2016-17,8,11.3,11,59,617,1.0,2017
5861,Iowa,2016-17,9,9.2,12,47,641,1.0,2017
5862,Iowa,2016-17,10,9.9,10,51,614,1.0,2017
5863,Iowa,2016-17,11,9.0,8,47,609,1.0,2017
5864,Iowa,2016-17,12,9.8,7,56,645,1.0,2017
5865,Iowa,2016-17,13,9.3,4,51,594,1.0,2017
5866,Iowa,2016-17,14,7.1,7,34,575,1.0,2017
5867,Iowa,2016-17,15,7.3,3,42,616,1.0,2017
5868,Iowa,2016-17,16,7.3,2,40,573,1.0,2017
5869,Iowa,2016-17,17,7.5,1,44,601,1.0,2017
5870,Iowa,2016-17,18,5.2,1,32,632,1.0,2017
5871,Iowa,2016-17,19,5.2,1,27,538,0.951,2017
5872,Iowa,2016-17,20,8.5,2,46,566,1.0,2017
5873,Iowa,2016-17,21,7.2,0,40,556,0.983,2017
5874,Iowa,2016-17,22,5.5,0,32,581,1.0,2017
5875,Iowa,2016-17,23,6.9,0,38,549,0.971,2017
5876,Iowa,2016-17,24,6.9,0,37,533,0.9420000000000001,2017
5877,Iowa,2016-17,25,5.4,0,29,542,0.958,2017
5878,Iowa,2016-17,26,5.6,0,30,537,0.9490000000000001,2017
5879,Iowa,2016-17,27,4.5,0,23,512,0.905,2017
5880,Iowa,2016-17,28,5.2,0,26,504,0.8909999999999999,2017
5881,Iowa,2016-17,29,6.3,0,30,479,0.847,2017
5882,Iowa,2016-17,30,5.6,0,30,539,0.953,2017
5883,Iowa,2016-17,31,5.0,0,26,520,0.919,2017
5884,Iowa,2016-17,32,5.7,0,29,507,0.8959999999999999,2017
5885,Iowa,2016-17,33,4.0,0,21,519,0.9179999999999999,2017
5886,Iowa,2016-17,34,5.5,0,28,512,0.905,2017
5887,Iowa,2016-17,35,3.1,0,16,516,0.912,2017
5888,Iowa,2016-17,36,6.2,0,34,548,0.9690000000000001,2017
5889,Iowa,2016-17,37,5.9,0,32,539,0.953,2017
5890,Iowa,2016-17,38,7.0,0,40,571,1.0,2017
5891,Iowa,2016-17,39,6.0,0,32,536,0.948,2017
5892,Iowa,2017-18,40,6.9,1,38,565,0.9990000000000001,2017
5893,Iowa,2017-18,41,7.5,0,41,548,0.9690000000000001,2017
5894,Iowa,2017-18,42,7.2,0,40,555,0.981,2017
5895,Iowa,2017-18,43,8.2,0,47,573,1.0,2017
5896,Iowa,2017-18,44,5.9,0,38,641,1.0,2017
5897,Iowa,2017-18,45,5.8,0,35,605,1.0,2017
5898,Iowa,2017-18,46,6.1,0,37,608,1.0,2017
5899,Iowa,2017-18,47,5.8,0,37,635,1.0,2017
5900,Iowa,2017-18,48,7.2,0,42,581,1.0,2017
5901,Iowa,2017-18,49,6.4,1,37,597,1.0,2017
5902,Iowa,2017-18,50,6.9,0,42,609,1.0,2017
5903,Iowa,2017-18,51,7.2,5,41,637,1.0,2017
5904,Iowa,2017-18,52,9.8,7,56,644,1.0,2017
5905,Iowa,2017-18,1,10.0,12,55,667,1.0,2018
5906,Iowa,2017-18,2,12.1,22,61,688,1.0,2018
5907,Iowa,2017-18,3,11.2,19,55,661,1.0,2018
5908,Iowa,2017-18,4,14.0,33,57,642,1.0,2018
5909,Iowa,2017-18,5,12.5,26,51,614,1.0,2018
5910,Iowa,2017-18,6,10.9,24,48,660,1.0,2018
5911,Iowa,2017-18,7,11.7,28,51,678,1.0,2018
5912,Iowa,2017-18,8,10.3,21,48,669,1.0,2018
5913,Iowa,2017-18,9,12.3,28,46,603,1.0,2018
5914,Iowa,2017-18,10,8.3,8,43,611,1.0,2018
5915,Iowa,2017-18,11,9.7,11,49,618,1.0,2018
5916,Iowa,2017-18,12,7.9,3,45,605,1.0,2018
5917,Iowa,2017-18,13,5.8,4,29,573,1.0,2018
5918,Iowa,2017-18,14,8.6,7,46,615,1.0,2018
5919,Iowa,2017-18,15,7.2,3,40,594,1.0,2018
5920,Iowa,2017-18,16,10.3,3,58,594,1.0,2018
5921,Iowa,2017-18,17,7.1,2,40,595,1.0,2018
5922,Iowa,2017-18,18,4.6,3,24,584,1.0,2018
5923,Iowa,2017-18,19,7.4,1,41,571,1.0,2018
5924,Iowa,2017-18,20,6.6,1,35,548,0.9690000000000001,2018
5925,Iowa,2017-18,21,6.4,0,35,551,0.9740000000000001,2018
5926,Iowa,2017-18,22,6.0,1,28,481,0.85,2018
5927,Iowa,2017-18,23,8.1,1,44,553,0.978,2018
5928,Iowa,2017-18,24,6.5,0,37,573,1.0,2018
5929,Iowa,2017-18,25,4.9,0,27,554,0.98,2018
5930,Iowa,2017-18,26,6.3,0,35,552,0.976,2018
5931,Iowa,2017-18,27,5.8,1,28,503,0.889,2018
5932,Iowa,2017-18,28,6.5,0,35,539,0.953,2018
5933,Iowa,2017-18,29,6.2,0,32,516,0.912,2018
5934,Iowa,2017-18,30,5.1,1,27,550,0.972,2018
5935,Iowa,2017-18,31,3.8,0,19,502,0.888,2018
5936,Iowa,2017-18,32,5.1,0,28,546,0.965,2018
5937,Iowa,2017-18,33,6.1,0,31,506,0.895,2018
5938,Iowa,2017-18,34,4.6,0,25,540,0.955,2018
5939,Iowa,2017-18,35,5.2,0,29,562,0.9940000000000001,2018
5940,Iowa,2017-18,36,7.0,0,36,516,0.912,2018
5941,Iowa,2017-18,37,5.6,0,30,537,0.9490000000000001,2018
5942,Iowa,2017-18,38,5.8,0,30,518,0.9159999999999999,2018
5943,Iowa,2017-18,39,6.8,0,40,587,1.0,2018
5944,Iowa,2018-19,40,7.0,0,45,640,1.0,2018
5945,Iowa,2018-19,41,4.7,0,25,537,0.9490000000000001,2018
5946,Iowa,2018-19,42,5.8,0,36,618,1.0,2018
5947,Iowa,2018-19,43,4.9,0,30,609,1.0,2018
5948,Iowa,2018-19,44,5.5,0,31,567,1.0,2018
5949,Iowa,2018-19,45,5.7,0,32,563,0.995,2018
5950,Iowa,2018-19,46,6.5,0,39,599,1.0,2018
5951,Iowa,2018-19,47,6.3,0,37,587,1.0,2018
5952,Iowa,2018-19,48,6.1,0,37,604,1.0,2018
5953,Iowa,2018-19,49,5.1,0,31,604,1.0,2018
5954,Iowa,2018-19,50,7.5,0,44,585,1.0,2018
5955,Iowa,2018-19,51,6.6,1,40,619,1.0,2018
5956,Iowa,2018-19,52,6.1,0,36,592,1.0,2018
5957,Iowa,2018-19,1,5.9,0,37,628,1.0,2019
5958,Iowa,2018-19,2,6.7,2,38,597,1.0,2019
5959,Iowa,2018-19,3,8.6,0,53,617,1.0,2019
5960,Iowa,2018-19,4,9.2,2,54,612,1.0,2019
5961,Iowa,2018-19,5,7.8,5,44,629,1.0,2019
5962,Iowa,2018-19,6,8.1,2,46,591,1.0,2019
5963,Iowa,2018-19,7,7.9,5,44,624,1.0,2019
5964,Iowa,2018-19,8,6.6,4,40,665,1.0,2019
5965,Iowa,2018-19,9,7.6,4,43,616,1.0,2019
5966,Iowa,2018-19,10,8.8,14,40,613,1.0,2019
5967,Iowa,2018-19,11,9.7,10,52,641,1.0,2019
5968,Iowa,2018-19,12,9.6,11,51,645,1.0,2019
5969,Iowa,2018-19,13,7.2,13,31,612,1.0,2019
5970,Iowa,2018-19,14,5.1,5,25,587,1.0,2019
5971,Iowa,2018-19,15,5.7,7,27,599,1.0,2019
5972,Iowa,2018-19,16,8.0,3,44,591,1.0,2019
5973,Iowa,2018-19,17,8.1,4,40,543,0.96,2019
5974,Iowa,2018-19,18,6.2,2,33,566,1.0,2019
5975,Iowa,2018-19,19,6.5,1,36,569,1.0,2019
5976,Iowa,2018-19,20,5.5,1,28,526,0.93,2019
5977,Iowa,2018-19,21,5.9,0,35,590,1.0,2019
5978,Iowa,2018-19,22,5.6,1,30,553,0.978,2019
5979,Iowa,2018-19,23,4.2,0,24,571,1.0,2019
5980,Iowa,2018-19,24,5.6,0,34,603,1.0,2019
5981,Iowa,2018-19,25,5.1,0,27,531,0.9390000000000001,2019
5982,Iowa,2018-19,26,6.1,0,34,559,0.988,2019
5983,Iowa,2018-19,27,6.3,0,35,555,0.981,2019
5984,Iowa,2018-19,28,6.7,0,41,616,1.0,2019
5985,Iowa,2018-19,29,7.9,1,42,541,0.9570000000000001,2019
5986,Iowa,2018-19,30,6.7,0,38,563,0.995,2019
5987,Iowa,2018-19,31,4.8,0,27,557,0.985,2019
5988,Iowa,2018-19,32,4.6,0,26,562,0.9940000000000001,2019
5989,Iowa,2018-19,33,6.6,0,34,516,0.912,2019
