,State,Season,Week,Percent_P_I,Num_Influenza_Deaths,Num_Pneumonia_Deaths,Total_Deaths,Percent_Complete,Calendar_Year
0,Alabama,2012-13,1,8.8,4,73,874,0.9,2013
1,Alabama,2012-13,2,9.3,12,100,1200,1.0,2013
2,Alabama,2012-13,3,10.0,8,102,1105,1.0,2013
3,Alabama,2012-13,4,9.8,4,100,1060,1.0,2013
4,Alabama,2012-13,5,8.3,2,83,1026,1.0,2013
5,Alabama,2012-13,6,8.5,0,90,1057,1.0,2013
6,Alabama,2012-13,7,7.9,0,77,969,0.997,2013
7,Alabama,2012-13,8,7.1,1,75,1074,1.0,2013
8,Alabama,2012-13,9,7.1,2,72,1035,1.0,2013
9,Alabama,2012-13,10,7.2,0,75,1048,1.0,2013
10,Alabama,2012-13,11,7.1,1,70,995,1.0,2013
11,Alabama,2012-13,12,5.8,1,61,1078,1.0,2013
12,Alabama,2012-13,13,6.3,0,64,1008,1.0,2013
13,Alabama,2012-13,14,7.0,1,69,1003,1.0,2013
14,Alabama,2012-13,15,9.3,2,92,1013,1.0,2013
15,Alabama,2012-13,16,6.6,0,59,891,0.917,2013
16,Alabama,2012-13,17,8.1,0,78,962,0.99,2013
17,Alabama,2012-13,18,5.6,0,55,974,1.0,2013
18,Alabama,2012-13,19,6.6,0,61,922,0.9490000000000001,2013
19,Alabama,2012-13,20,5.7,1,54,969,0.997,2013
20,Alabama,2012-13,21,4.6,0,41,886,0.912,2013
21,Alabama,2012-13,22,5.9,0,53,897,0.9229999999999999,2013
22,Alabama,2012-13,23,5.9,2,54,955,0.983,2013
23,Alabama,2012-13,24,4.9,0,43,871,0.897,2013
24,Alabama,2012-13,25,4.7,0,41,879,0.905,2013
25,Alabama,2012-13,26,5.4,0,47,863,0.888,2013
26,Alabama,2012-13,27,4.7,0,43,906,0.9329999999999999,2013
27,Alabama,2012-13,28,5.6,0,48,860,0.885,2013
28,Alabama,2012-13,29,7.9,0,69,869,0.895,2013
29,Alabama,2012-13,30,4.0,2,32,857,0.882,2013
30,Alabama,2012-13,31,5.4,0,50,927,0.9540000000000001,2013
31,Alabama,2012-13,32,5.8,0,48,826,0.85,2013
32,Alabama,2012-13,33,6.2,0,53,861,0.8859999999999999,2013
33,Alabama,2012-13,34,4.5,0,41,916,0.943,2013
34,Alabama,2012-13,35,6.2,1,56,916,0.943,2013
35,Alabama,2012-13,36,5.0,0,43,856,0.8809999999999999,2013
36,Alabama,2012-13,37,6.1,0,52,849,0.8740000000000001,2013
37,Alabama,2012-13,38,5.6,0,50,885,0.9109999999999999,2013
38,Alabama,2012-13,39,7.2,0,67,929,0.956,2013
39,Alabama,2013-14,40,5.5,0,48,867,0.892,2013
40,Alabama,2013-14,41,6.0,0,57,945,0.973,2013
41,Alabama,2013-14,42,4.6,0,43,925,0.9520000000000001,2013
42,Alabama,2013-14,43,5.2,1,49,963,0.991,2013
43,Alabama,2013-14,44,6.5,0,63,962,0.99,2013
44,Alabama,2013-14,45,6.2,2,59,979,1.0,2013
45,Alabama,2013-14,46,6.0,0,58,962,0.99,2013
46,Alabama,2013-14,47,5.8,0,55,951,0.9790000000000001,2013
47,Alabama,2013-14,48,6.6,0,66,1006,1.0,2013
48,Alabama,2013-14,49,7.3,2,72,1015,1.0,2013
49,Alabama,2013-14,50,8.0,4,75,985,1.0,2013
50,Alabama,2013-14,51,7.8,4,80,1078,1.0,2013
51,Alabama,2013-14,52,8.7,6,83,1028,1.0,2013
52,Alabama,2013-14,1,8.4,6,63,817,0.841,2014
53,Alabama,2013-14,2,10.2,6,86,902,0.9279999999999999,2014
54,Alabama,2013-14,3,9.1,10,87,1067,1.0,2014
55,Alabama,2013-14,4,10.7,6,105,1042,1.0,2014
56,Alabama,2013-14,5,7.8,1,81,1056,1.0,2014
57,Alabama,2013-14,6,9.3,8,87,1025,1.0,2014
58,Alabama,2013-14,7,8.6,6,76,957,0.985,2014
59,Alabama,2013-14,8,6.3,2,61,998,1.0,2014
60,Alabama,2013-14,9,7.4,0,72,971,1.0,2014
61,Alabama,2013-14,10,6.3,1,62,998,1.0,2014
62,Alabama,2013-14,11,5.9,0,58,989,1.0,2014
63,Alabama,2013-14,12,6.3,0,61,962,0.99,2014
64,Alabama,2013-14,13,6.7,0,62,929,0.956,2014
65,Alabama,2013-14,14,5.6,1,53,966,0.9940000000000001,2014
66,Alabama,2013-14,15,6.6,0,62,941,0.9690000000000001,2014
67,Alabama,2013-14,16,5.9,0,59,1003,1.0,2014
68,Alabama,2013-14,17,6.3,0,59,938,0.966,2014
69,Alabama,2013-14,18,6.4,0,60,943,0.971,2014
70,Alabama,2013-14,19,5.9,0,55,934,0.961,2014
71,Alabama,2013-14,20,5.1,0,48,945,0.973,2014
72,Alabama,2013-14,21,5.0,0,46,914,0.941,2014
73,Alabama,2013-14,22,5.1,0,48,943,0.971,2014
74,Alabama,2013-14,23,6.3,0,60,950,0.978,2014
75,Alabama,2013-14,24,5.1,0,44,863,0.888,2014
76,Alabama,2013-14,25,5.1,0,40,788,0.8109999999999999,2014
77,Alabama,2013-14,26,6.8,0,51,750,0.772,2014
78,Alabama,2013-14,27,4.8,0,33,690,0.71,2014
79,Alabama,2013-14,28,5.6,0,40,715,0.736,2014
80,Alabama,2013-14,29,5.9,0,46,775,0.7979999999999999,2014
81,Alabama,2013-14,30,4.2,0,36,862,0.887,2014
82,Alabama,2013-14,31,5.8,0,50,867,0.892,2014
83,Alabama,2013-14,32,6.1,0,56,911,0.938,2014
84,Alabama,2013-14,33,6.3,0,52,831,0.855,2014
85,Alabama,2013-14,34,5.4,0,41,758,0.78,2014
86,Alabama,2013-14,35,5.4,0,32,598,0.616,2014
87,Alabama,2013-14,36,4.6,0,34,733,0.755,2014
88,Alabama,2013-14,37,5.3,0,40,752,0.774,2014
89,Alabama,2013-14,38,5.8,0,46,789,0.812,2014
90,Alabama,2013-14,39,6.4,0,60,943,0.971,2014
91,Alabama,2014-15,40,5.0,0,44,882,0.9079999999999999,2014
92,Alabama,2014-15,41,5.8,1,53,937,0.965,2014
93,Alabama,2014-15,42,5.2,0,49,934,0.961,2014
94,Alabama,2014-15,43,6.5,0,59,906,0.9329999999999999,2014
95,Alabama,2014-15,44,4.1,0,38,928,0.955,2014
96,Alabama,2014-15,45,5.4,0,46,847,0.872,2014
97,Alabama,2014-15,46,4.0,0,33,826,0.85,2014
98,Alabama,2014-15,47,6.3,1,60,964,0.992,2014
99,Alabama,2014-15,48,5.8,1,57,995,1.0,2014
100,Alabama,2014-15,49,6.5,2,65,1026,1.0,2014
101,Alabama,2014-15,50,8.2,2,84,1053,1.0,2014
102,Alabama,2014-15,51,6.5,0,74,1130,1.0,2014
103,Alabama,2014-15,52,7.7,6,77,1079,1.0,2014
104,Alabama,2014-15,53,10.7,15,105,1125,1.0,2014
105,Alabama,2014-15,1,10.6,9,115,1169,1.0,2015
106,Alabama,2014-15,2,9.6,10,102,1172,1.0,2015
107,Alabama,2014-15,3,8.4,4,86,1072,1.0,2015
108,Alabama,2014-15,4,6.6,2,70,1087,1.0,2015
109,Alabama,2014-15,5,8.5,6,90,1130,1.0,2015
110,Alabama,2014-15,6,7.9,8,79,1102,1.0,2015
111,Alabama,2014-15,7,8.2,6,83,1088,1.0,2015
112,Alabama,2014-15,8,8.1,4,87,1125,1.0,2015
113,Alabama,2014-15,9,7.3,4,85,1224,1.0,2015
114,Alabama,2014-15,10,10.0,5,109,1135,1.0,2015
115,Alabama,2014-15,11,7.2,1,74,1047,1.0,2015
116,Alabama,2014-15,12,5.5,3,51,983,1.0,2015
117,Alabama,2014-15,13,6.7,1,64,971,1.0,2015
118,Alabama,2014-15,14,6.5,2,63,1006,1.0,2015
119,Alabama,2014-15,15,7.0,2,63,924,0.951,2015
120,Alabama,2014-15,16,5.4,1,54,1012,1.0,2015
121,Alabama,2014-15,17,5.5,0,54,984,1.0,2015
122,Alabama,2014-15,18,5.5,0,50,916,0.943,2015
123,Alabama,2014-15,19,5.0,0,45,907,0.934,2015
124,Alabama,2014-15,20,5.7,0,51,898,0.924,2015
125,Alabama,2014-15,21,6.2,0,52,837,0.862,2015
126,Alabama,2014-15,22,7.3,0,56,769,0.792,2015
127,Alabama,2014-15,23,5.6,2,48,900,0.9259999999999999,2015
128,Alabama,2014-15,24,3.7,0,34,931,0.958,2015
129,Alabama,2014-15,25,5.7,0,53,935,0.9620000000000001,2015
130,Alabama,2014-15,26,4.1,0,39,940,0.968,2015
131,Alabama,2014-15,27,5.7,0,54,941,0.9690000000000001,2015
132,Alabama,2014-15,28,6.3,0,59,935,0.9620000000000001,2015
133,Alabama,2014-15,29,4.4,0,41,939,0.9670000000000001,2015
134,Alabama,2014-15,30,4.2,0,38,911,0.938,2015
135,Alabama,2014-15,31,5.1,0,47,922,0.9490000000000001,2015
136,Alabama,2014-15,32,5.4,0,53,980,1.0,2015
137,Alabama,2014-15,33,5.5,0,48,880,0.9059999999999999,2015
138,Alabama,2014-15,34,5.4,0,51,936,0.963,2015
139,Alabama,2014-15,35,6.4,1,60,950,0.978,2015
140,Alabama,2014-15,36,5.5,0,54,977,1.0,2015
141,Alabama,2014-15,37,5.8,0,54,927,0.9540000000000001,2015
142,Alabama,2014-15,38,5.8,0,55,949,0.977,2015
143,Alabama,2014-15,39,5.4,1,48,901,0.927,2015
144,Alabama,2015-16,40,4.6,0,43,935,0.9620000000000001,2015
145,Alabama,2015-16,41,3.6,0,29,811,0.835,2015
146,Alabama,2015-16,42,5.4,0,44,809,0.833,2015
147,Alabama,2015-16,43,7.0,0,64,920,0.9470000000000001,2015
148,Alabama,2015-16,44,5.3,0,48,900,0.9259999999999999,2015
149,Alabama,2015-16,45,5.7,0,55,959,0.987,2015
150,Alabama,2015-16,46,5.2,0,53,1023,1.0,2015
151,Alabama,2015-16,47,6.3,1,62,1002,1.0,2015
152,Alabama,2015-16,48,5.6,0,52,923,0.95,2015
153,Alabama,2015-16,49,5.4,0,50,927,0.9540000000000001,2015
154,Alabama,2015-16,50,5.1,0,40,787,0.81,2015
155,Alabama,2015-16,51,7.9,2,61,799,0.8220000000000001,2015
156,Alabama,2015-16,52,6.0,1,55,928,0.955,2015
157,Alabama,2015-16,1,7.0,1,71,1027,1.0,2016
158,Alabama,2015-16,2,7.4,0,78,1060,1.0,2016
159,Alabama,2015-16,3,6.6,0,69,1052,1.0,2016
160,Alabama,2015-16,4,6.4,0,67,1043,1.0,2016
161,Alabama,2015-16,5,5.9,1,65,1121,1.0,2016
162,Alabama,2015-16,6,5.8,0,64,1098,1.0,2016
163,Alabama,2015-16,7,6.6,0,75,1135,1.0,2016
164,Alabama,2015-16,8,7.0,0,69,980,1.0,2016
165,Alabama,2015-16,9,7.3,3,72,1024,1.0,2016
166,Alabama,2015-16,10,6.1,1,64,1063,1.0,2016
167,Alabama,2015-16,11,7.1,6,67,1029,1.0,2016
168,Alabama,2015-16,12,6.5,1,65,1017,1.0,2016
169,Alabama,2015-16,13,7.1,5,65,984,1.0,2016
170,Alabama,2015-16,14,5.4,0,55,1017,1.0,2016
171,Alabama,2015-16,15,7.2,1,67,950,0.978,2016
172,Alabama,2015-16,16,5.3,1,53,1020,1.0,2016
173,Alabama,2015-16,17,4.4,0,44,990,1.0,2016
174,Alabama,2015-16,18,5.7,1,55,986,1.0,2016
175,Alabama,2015-16,19,4.8,0,47,970,0.998,2016
176,Alabama,2015-16,20,6.6,1,62,951,0.9790000000000001,2016
177,Alabama,2015-16,21,6.0,0,57,950,0.978,2016
178,Alabama,2015-16,22,4.8,0,47,976,1.0,2016
179,Alabama,2015-16,23,4.7,0,47,991,1.0,2016
180,Alabama,2015-16,24,4.9,0,44,889,0.915,2016
181,Alabama,2015-16,25,4.9,0,48,988,1.0,2016
182,Alabama,2015-16,26,4.6,0,43,936,0.963,2016
183,Alabama,2015-16,27,4.5,0,42,924,0.951,2016
184,Alabama,2015-16,28,4.9,0,48,985,1.0,2016
185,Alabama,2015-16,29,4.8,0,45,940,0.968,2016
186,Alabama,2015-16,30,6.2,0,58,942,0.97,2016
187,Alabama,2015-16,31,4.5,0,42,924,0.951,2016
188,Alabama,2015-16,32,5.0,0,46,928,0.955,2016
189,Alabama,2015-16,33,3.1,0,31,997,1.0,2016
190,Alabama,2015-16,34,4.1,0,40,972,1.0,2016
191,Alabama,2015-16,35,5.9,0,55,932,0.9590000000000001,2016
192,Alabama,2015-16,36,5.6,0,52,932,0.9590000000000001,2016
193,Alabama,2015-16,37,7.1,0,70,980,1.0,2016
194,Alabama,2015-16,38,5.7,0,57,993,1.0,2016
195,Alabama,2015-16,39,3.9,0,37,956,0.9840000000000001,2016
196,Alabama,2016-17,40,5.7,0,56,987,1.0,2016
197,Alabama,2016-17,41,5.4,0,53,980,1.0,2016
198,Alabama,2016-17,42,4.5,0,43,948,0.976,2016
199,Alabama,2016-17,43,6.4,1,63,996,1.0,2016
200,Alabama,2016-17,44,3.9,0,38,979,1.0,2016
201,Alabama,2016-17,45,5.6,0,58,1043,1.0,2016
202,Alabama,2016-17,46,5.0,0,51,1016,1.0,2016
203,Alabama,2016-17,47,5.2,0,55,1059,1.0,2016
204,Alabama,2016-17,48,5.4,0,57,1058,1.0,2016
205,Alabama,2016-17,49,5.8,0,63,1080,1.0,2016
206,Alabama,2016-17,50,4.6,0,50,1081,1.0,2016
207,Alabama,2016-17,51,5.3,0,61,1147,1.0,2016
208,Alabama,2016-17,52,4.9,1,54,1134,1.0,2016
209,Alabama,2016-17,1,6.7,1,76,1141,1.0,2017
210,Alabama,2016-17,2,6.9,2,77,1142,1.0,2017
211,Alabama,2016-17,3,8.3,1,88,1074,1.0,2017
212,Alabama,2016-17,4,6.2,3,62,1051,1.0,2017
213,Alabama,2016-17,5,4.9,1,51,1051,1.0,2017
214,Alabama,2016-17,6,8.0,1,86,1082,1.0,2017
215,Alabama,2016-17,7,6.6,3,68,1069,1.0,2017
216,Alabama,2016-17,8,6.8,7,70,1130,1.0,2017
217,Alabama,2016-17,9,7.3,5,75,1090,1.0,2017
218,Alabama,2016-17,10,6.0,5,57,1033,1.0,2017
219,Alabama,2016-17,11,7.3,5,74,1083,1.0,2017
220,Alabama,2016-17,12,6.5,5,65,1077,1.0,2017
221,Alabama,2016-17,13,5.8,3,55,1004,1.0,2017
222,Alabama,2016-17,14,5.8,2,60,1065,1.0,2017
223,Alabama,2016-17,15,5.9,3,58,1031,1.0,2017
224,Alabama,2016-17,16,6.7,3,64,996,1.0,2017
225,Alabama,2016-17,17,5.5,1,54,1004,1.0,2017
226,Alabama,2016-17,18,6.0,0,56,926,0.953,2017
227,Alabama,2016-17,19,5.3,1,56,1078,1.0,2017
228,Alabama,2016-17,20,5.0,2,49,1017,1.0,2017
229,Alabama,2016-17,21,6.5,2,63,999,1.0,2017
230,Alabama,2016-17,22,5.5,0,52,950,0.978,2017
231,Alabama,2016-17,23,5.0,0,50,1010,1.0,2017
232,Alabama,2016-17,24,3.8,0,36,939,0.9670000000000001,2017
233,Alabama,2016-17,25,5.1,0,50,984,1.0,2017
234,Alabama,2016-17,26,5.2,0,49,949,0.977,2017
235,Alabama,2016-17,27,4.9,0,47,965,0.993,2017
236,Alabama,2016-17,28,5.0,0,49,972,1.0,2017
237,Alabama,2016-17,29,5.5,0,54,975,1.0,2017
238,Alabama,2016-17,30,6.9,0,63,914,0.941,2017
239,Alabama,2016-17,31,5.5,0,53,959,0.987,2017
240,Alabama,2016-17,32,6.6,0,62,937,0.965,2017
241,Alabama,2016-17,33,5.0,0,48,963,0.991,2017
242,Alabama,2016-17,34,5.7,0,54,947,0.975,2017
243,Alabama,2016-17,35,5.0,0,48,951,0.9790000000000001,2017
244,Alabama,2016-17,36,6.3,2,61,999,1.0,2017
245,Alabama,2016-17,37,6.4,0,63,990,1.0,2017
246,Alabama,2016-17,38,3.8,0,39,1028,1.0,2017
247,Alabama,2016-17,39,5.1,0,52,1025,1.0,2017
248,Alabama,2017-18,40,5.8,0,56,960,0.988,2017
249,Alabama,2017-18,41,5.6,0,56,1006,1.0,2017
250,Alabama,2017-18,42,7.7,0,76,988,1.0,2017
251,Alabama,2017-18,43,6.1,0,59,962,0.99,2017
252,Alabama,2017-18,44,6.0,1,60,1013,1.0,2017
253,Alabama,2017-18,45,5.8,0,58,1005,1.0,2017
254,Alabama,2017-18,46,6.0,1,59,998,1.0,2017
255,Alabama,2017-18,47,6.1,1,60,1008,1.0,2017
256,Alabama,2017-18,48,6.3,0,69,1088,1.0,2017
257,Alabama,2017-18,49,5.5,1,59,1095,1.0,2017
258,Alabama,2017-18,50,6.7,1,75,1127,1.0,2017
259,Alabama,2017-18,51,5.4,4,56,1116,1.0,2017
260,Alabama,2017-18,52,8.7,12,84,1106,1.0,2017
261,Alabama,2017-18,1,9.1,16,98,1256,1.0,2018
262,Alabama,2017-18,2,9.3,22,102,1336,1.0,2018
263,Alabama,2017-18,3,10.7,41,98,1303,1.0,2018
264,Alabama,2017-18,4,12.3,39,124,1322,1.0,2018
265,Alabama,2017-18,5,11.1,31,99,1171,1.0,2018
266,Alabama,2017-18,6,8.4,24,77,1205,1.0,2018
267,Alabama,2017-18,7,10.1,16,98,1131,1.0,2018
268,Alabama,2017-18,8,7.3,6,76,1116,1.0,2018
269,Alabama,2017-18,9,7.1,7,64,1000,1.0,2018
270,Alabama,2017-18,10,7.2,3,75,1088,1.0,2018
271,Alabama,2017-18,11,6.3,3,66,1104,1.0,2018
272,Alabama,2017-18,12,4.6,1,46,1011,1.0,2018
273,Alabama,2017-18,13,6.5,1,64,1006,1.0,2018
274,Alabama,2017-18,14,5.4,1,55,1028,1.0,2018
275,Alabama,2017-18,15,5.8,1,60,1052,1.0,2018
276,Alabama,2017-18,16,5.7,0,60,1046,1.0,2018
277,Alabama,2017-18,17,4.5,0,44,978,1.0,2018
278,Alabama,2017-18,18,5.3,1,56,1081,1.0,2018
279,Alabama,2017-18,19,4.8,0,48,990,1.0,2018
280,Alabama,2017-18,20,4.7,0,47,1010,1.0,2018
281,Alabama,2017-18,21,5.7,0,57,995,1.0,2018
282,Alabama,2017-18,22,4.9,0,48,989,1.0,2018
283,Alabama,2017-18,23,4.5,0,46,1026,1.0,2018
284,Alabama,2017-18,24,4.2,0,40,952,0.98,2018
285,Alabama,2017-18,25,5.4,0,53,984,1.0,2018
286,Alabama,2017-18,26,5.0,0,49,971,1.0,2018
287,Alabama,2017-18,27,4.3,0,43,989,1.0,2018
288,Alabama,2017-18,28,4.7,0,48,1019,1.0,2018
289,Alabama,2017-18,29,3.9,1,37,970,0.998,2018
290,Alabama,2017-18,30,5.7,1,54,964,0.992,2018
291,Alabama,2017-18,31,6.7,0,66,979,1.0,2018
292,Alabama,2017-18,32,5.1,0,51,1003,1.0,2018
293,Alabama,2017-18,33,3.9,0,37,943,0.971,2018
294,Alabama,2017-18,34,4.8,0,46,956,0.9840000000000001,2018
295,Alabama,2017-18,35,6.5,0,63,966,0.9940000000000001,2018
296,Alabama,2017-18,36,4.4,0,42,959,0.987,2018
297,Alabama,2017-18,37,4.8,0,45,928,0.955,2018
298,Alabama,2017-18,38,6.2,0,63,1010,1.0,2018
299,Alabama,2017-18,39,4.7,1,45,988,1.0,2018
300,Alabama,2018-19,40,4.0,0,39,967,0.995,2018
301,Alabama,2018-19,41,5.2,1,49,957,0.985,2018
302,Alabama,2018-19,42,5.6,1,55,994,1.0,2018
303,Alabama,2018-19,43,4.8,1,47,990,1.0,2018
304,Alabama,2018-19,44,6.7,0,63,946,0.9740000000000001,2018
305,Alabama,2018-19,45,5.3,1,51,976,1.0,2018
306,Alabama,2018-19,46,5.2,1,55,1069,1.0,2018
307,Alabama,2018-19,47,3.7,1,37,1039,1.0,2018
308,Alabama,2018-19,48,4.8,2,48,1048,1.0,2018
309,Alabama,2018-19,49,5.9,0,63,1076,1.0,2018
310,Alabama,2018-19,50,6.6,1,70,1078,1.0,2018
311,Alabama,2018-19,51,6.9,0,78,1125,1.0,2018
312,Alabama,2018-19,52,6.4,2,69,1111,1.0,2018
313,Alabama,2018-19,1,6.1,7,60,1103,1.0,2019
314,Alabama,2018-19,2,7.0,7,71,1108,1.0,2019
315,Alabama,2018-19,3,8.1,2,91,1151,1.0,2019
316,Alabama,2018-19,4,6.0,2,63,1085,1.0,2019
317,Alabama,2018-19,5,6.5,1,71,1115,1.0,2019
318,Alabama,2018-19,6,7.0,9,68,1100,1.0,2019
319,Alabama,2018-19,7,6.4,11,60,1109,1.0,2019
320,Alabama,2018-19,8,4.7,6,45,1094,1.0,2019
321,Alabama,2018-19,9,7.2,8,69,1068,1.0,2019
322,Alabama,2018-19,10,5.8,4,59,1079,1.0,2019
323,Alabama,2018-19,11,5.6,5,57,1103,1.0,2019
324,Alabama,2018-19,12,5.5,4,53,1035,1.0,2019
325,Alabama,2018-19,13,6.0,3,62,1089,1.0,2019
326,Alabama,2018-19,14,6.0,1,62,1058,1.0,2019
327,Alabama,2018-19,15,5.8,1,60,1044,1.0,2019
328,Alabama,2018-19,16,5.4,1,52,975,1.0,2019
329,Alabama,2018-19,17,6.1,2,62,1055,1.0,2019
330,Alabama,2018-19,18,5.0,3,49,1047,1.0,2019
331,Alabama,2018-19,19,6.0,0,61,1021,1.0,2019
332,Alabama,2018-19,20,6.0,0,63,1043,1.0,2019
333,Alabama,2018-19,21,6.0,1,59,995,1.0,2019
334,Alabama,2018-19,22,4.8,1,49,1039,1.0,2019
335,Alabama,2018-19,23,3.1,0,32,1034,1.0,2019
336,Alabama,2018-19,24,5.9,0,59,1000,1.0,2019
337,Alabama,2018-19,25,5.1,0,51,1006,1.0,2019
338,Alabama,2018-19,26,4.9,0,47,961,0.9890000000000001,2019
339,Alabama,2018-19,27,3.7,0,39,1046,1.0,2019
340,Alabama,2018-19,28,4.6,0,47,1025,1.0,2019
341,Alabama,2018-19,29,4.6,1,43,964,0.992,2019
342,Alabama,2018-19,30,4.9,0,49,1003,1.0,2019
343,Alabama,2018-19,31,4.8,0,47,987,1.0,2019
344,Alabama,2018-19,32,4.1,0,42,1014,1.0,2019
345,Alabama,2018-19,33,3.6,1,35,994,1.0,2019
346,Alabama,2018-19,34,6.1,1,58,973,1.0,2019
347,Alabama,2018-19,35,4.9,0,49,994,1.0,2019
348,Alabama,2018-19,36,5.0,0,51,1017,1.0,2019
349,Alabama,2018-19,37,4.6,0,47,1022,1.0,2019
350,Alabama,2018-19,38,5.2,1,45,891,0.917,2019
351,Alabama,2018-19,39,5.3,0,52,989,1.0,2019
352,Alabama,2019-20,40,5.0,0,48,955,0.983,2019
353,Alabama,2019-20,41,3.8,0,36,940,0.968,2019
354,Alabama,2019-20,42,4.5,0,45,1011,1.0,2019
355,Alabama,2019-20,43,4.4,2,42,998,1.0,2019
356,Alabama,2019-20,44,5.7,2,53,962,0.99,2019
357,Alabama,2019-20,45,4.9,0,52,1052,1.0,2019
358,Alabama,2019-20,46,6.1,0,67,1096,1.0,2019
359,Alabama,2019-20,47,4.3,3,43,1058,1.0,2019
360,Alabama,2019-20,48,7.6,2,78,1046,1.0,2019
361,Alabama,2019-20,49,5.3,2,55,1068,1.0,2019
362,Alabama,2019-20,50,5.6,3,59,1113,1.0,2019
363,Alabama,2019-20,51,5.5,2,59,1111,1.0,2019
364,Alabama,2019-20,52,5.4,2,55,1055,1.0,2019
365,Alabama,2019-20,1,6.6,5,67,1084,1.0,2020
366,Alabama,2019-20,2,8.0,8,83,1131,1.0,2020
367,Alabama,2019-20,3,6.6,7,63,1057,1.0,2020
368,Alabama,2019-20,4,6.8,7,65,1058,1.0,2020
369,Alabama,2019-20,5,6.7,15,54,1033,1.0,2020
370,Alabama,2019-20,6,6.8,11,63,1086,1.0,2020
371,Alabama,2019-20,7,7.7,6,77,1072,1.0,2020
372,Alabama,2019-20,8,7.2,4,72,1058,1.0,2020
373,Alabama,2019-20,9,6.9,11,65,1100,1.0,2020
374,Alabama,2019-20,10,6.7,12,53,964,0.992,2020
375,Alabama,2019-20,11,6.1,5,48,868,0.894,2020
376,Alabama,2019-20,12,8.1,5,50,677,0.6970000000000001,2020
377,Alaska,2012-13,1,8.2,0,5,61,0.75,2013
378,Alaska,2012-13,2,13.9,1,10,79,0.971,2013
379,Alaska,2012-13,3,5.9,1,4,85,1.0,2013
380,Alaska,2012-13,4,3.8,0,3,78,0.9590000000000001,2013
381,Alaska,2012-13,5,7.5,0,6,80,0.9840000000000001,2013
382,Alaska,2012-13,6,7.2,0,5,69,0.8490000000000001,2013
383,Alaska,2012-13,7,8.9,0,7,79,0.971,2013
384,Alaska,2012-13,8,5.8,0,5,86,1.0,2013
385,Alaska,2012-13,9,4.5,0,4,89,1.0,2013
386,Alaska,2012-13,10,7.3,0,6,82,1.0,2013
387,Alaska,2012-13,11,9.0,0,7,78,0.9590000000000001,2013
388,Alaska,2012-13,12,2.1,0,2,97,1.0,2013
389,Alaska,2012-13,13,4.1,0,3,73,0.898,2013
390,Alaska,2012-13,14,1.3,0,1,75,0.922,2013
391,Alaska,2012-13,15,1.3,0,1,79,0.971,2013
392,Alaska,2012-13,16,2.9,0,2,70,0.861,2013
393,Alaska,2012-13,17,5.0,0,3,60,0.738,2013
394,Alaska,2012-13,18,6.8,0,4,59,0.726,2013
395,Alaska,2012-13,19,5.6,0,4,72,0.885,2013
396,Alaska,2012-13,20,1.4,0,1,73,0.898,2013
397,Alaska,2012-13,21,7.9,1,5,76,0.935,2013
398,Alaska,2012-13,22,5.6,0,4,71,0.873,2013
399,Alaska,2012-13,23,8.0,0,6,75,0.922,2013
400,Alaska,2012-13,24,6.7,0,5,75,0.922,2013
401,Alaska,2012-13,25,5.8,0,4,69,0.8490000000000001,2013
402,Alaska,2012-13,26,4.7,0,4,85,1.0,2013
403,Alaska,2012-13,27,9.4,0,6,64,0.787,2013
404,Alaska,2012-13,28,4.8,0,3,63,0.775,2013
405,Alaska,2012-13,29,3.2,0,3,93,1.0,2013
406,Alaska,2012-13,30,4.8,0,4,83,1.0,2013
407,Alaska,2012-13,31,12.9,0,8,62,0.762,2013
408,Alaska,2012-13,32,4.8,0,4,84,1.0,2013
409,Alaska,2012-13,33,0.0,0,0,72,0.885,2013
410,Alaska,2012-13,34,9.0,0,7,78,0.9590000000000001,2013
411,Alaska,2012-13,35,5.3,0,4,76,0.935,2013
412,Alaska,2012-13,36,8.5,0,6,71,0.873,2013
413,Alaska,2012-13,37,14.8,0,12,81,0.996,2013
414,Alaska,2012-13,38,9.7,0,7,72,0.885,2013
415,Alaska,2012-13,39,3.3,0,3,90,1.0,2013
416,Alaska,2013-14,40,2.9,0,2,70,0.861,2013
417,Alaska,2013-14,41,4.7,0,4,85,1.0,2013
418,Alaska,2013-14,42,5.3,0,4,76,0.935,2013
419,Alaska,2013-14,43,8.1,0,7,86,1.0,2013
420,Alaska,2013-14,44,8.3,0,6,72,0.885,2013
421,Alaska,2013-14,45,10.1,0,10,99,1.0,2013
422,Alaska,2013-14,46,6.3,0,5,80,0.9840000000000001,2013
423,Alaska,2013-14,47,2.9,0,2,69,0.8490000000000001,2013
424,Alaska,2013-14,48,6.3,0,4,64,0.787,2013
425,Alaska,2013-14,49,6.1,0,4,66,0.812,2013
426,Alaska,2013-14,50,2.6,1,1,78,0.9590000000000001,2013
427,Alaska,2013-14,51,8.3,0,6,72,0.885,2013
428,Alaska,2013-14,52,13.8,2,9,80,0.9840000000000001,2013
429,Alaska,2013-14,1,4.3,0,4,92,1.0,2014
430,Alaska,2013-14,2,9.0,1,7,89,1.0,2014
431,Alaska,2013-14,3,8.2,1,6,85,1.0,2014
432,Alaska,2013-14,4,7.1,1,5,84,1.0,2014
433,Alaska,2013-14,5,3.3,0,2,60,0.738,2014
434,Alaska,2013-14,6,8.3,0,6,72,0.885,2014
